"_tags","createdAt","nameWithOwner","stargazerCount","description","repositoryTopicsList","primaryLanguage","languagesList","diskUsage","relatedTopicsList"
"[""api""]","2017-08-10T23:01:18Z","monteslu/ar3d",8,"augmented reality demo using barcode detection api","null","JavaScript","[""HTML"",""JavaScript"",""CSS""]",1909,"null"
"[""web"",""webar""]","2017-08-31T05:12:52Z","moritanian/WebMR",6,"web mixed reality","[""device-orientation"",""webar""]","JavaScript","[""HTML"",""JavaScript"",""CSS""]",23893,"[""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest""]"
"[""unity""]","2018-04-09T19:58:10Z","motive-io/Explore-AR",5,"a unity project template provided by motiveio to use in parallel with the motiveio authoring tool ","[""unity"",""template"",""ar"",""augmented-reality"",""location"",""location-ar"",""location-augmented-reality"",""authoring-tool"",""trainging"",""walking-tour""]","C#","[""C#"",""Objective-C"",""ShaderLab"",""HLSL"",""Objective-C++"",""GLSL""]",179675,"[""game"",""unity3d"",""game-development"",""gamedev"",""bootstrap"",""javascript"",""jquery"",""html"",""css"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""gis"",""map"",""maps"",""geospatial"",""openstreetmap""]"
"[""arcore"",""arkit"",""polyfill"",""virtual"",""vr"",""webxr""]","2017-09-05T00:56:24Z","mozilla/webxr-polyfill",233,"a polyfill and example code for building augmented reality ar and virtual reality vr applications using webxr","[""webxr"",""arkit"",""arcore"",""vr"",""ar"",""javascript"",""es6""]","JavaScript","[""HTML"",""JavaScript""]",47225,"[""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""kafka"",""spark"",""java"",""scala"",""big-data"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""nodejs"",""typescript"",""emacs"",""deno"",""webpack"",""boilerplate"",""babel"",""eslint""]"
"[""hololens"",""microsoft"",""windows"",""yolo""]","2019-03-25T22:42:35Z","mrcarbook/Yolo-Holo",4," implementation of sample for microsoft hololens e windows machine learning to use tinyyolo youonlylookonce for details on yolo check out the inventors site  httpspjreddiecomdarknetyolo","null","C#","[""C#""]",57506,"null"
"[""aframe"",""vr""]","2018-05-25T16:47:23Z","mrturck/aframe-joystick",20,"an aframe component for wasdlike motion on mobile","[""augmented-reality"",""aframe-component"",""aframe"",""aframe-vr"",""vr""]","null","null",21,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest""]"
"[""tensorflow""]","2017-03-25T17:09:05Z","mrubash1/DeepDream_Streaming_Video",21,"deepgramai hackathon augmented reality image and video processing utilizing googles tensorflow  deepdream ","null","Jupyter Notebook","[""Shell"",""Python"",""Jupyter Notebook""]",125,"null"
"[""hololens"",""mrtk"",""ros"",""toolkit"",""unity"",""vr""]","2020-04-28T16:25:24Z","ms-iot/ros_msft_mrtk",10,"this repository contains ros bindings for the mixed reality toolkit  allowing you to create vr and ar applications which reflect sensor data from a robot or provide command and control","[""ros2"",""mrtk-ros-application"",""unity"",""hololens"",""ros-development""]","C#","[""C#"",""ShaderLab"",""GLSL"",""HLSL""]",21536,"[""robotics"",""ros"",""computer-vision"",""simulation"",""robot"",""game"",""unity3d"",""game-development"",""gamedev"",""javascript"",""typescript"",""emacs"",""nodejs"",""deno""]"
"[]","2016-02-29T20:36:04Z","mshalam/ARAudioVisualizer",4,"augmented reality music visualizer ","null","Processing","[""Processing"",""HTML"",""Java""]",55780,"null"
"[""app"",""sdk"",""unity"",""vuforia""]","2018-01-28T15:42:32Z","msk4862/AR-3D-Draw",10,"an augmented reality based app using which we can draw in the real world","[""ar-3d-draw"",""augmented-reality"",""unity3d"",""vuforia-sdk""]","C#","[""C#"",""ShaderLab""]",11217,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""game"",""unity"",""game-development"",""gamedev""]"
"[]","2019-04-16T22:50:45Z","muskie82/AR-Depth-cpp",130,"c implementation of fast depth densification for occlusionaware augmented reality siggraphasia ","null","C++","[""CMake"",""C++""]",1407427,"null"
"[""arkit"",""ios""]","2017-10-29T16:26:21Z","mustafaatalar/uARKit",15,"null","[""arkit"",""augmented-reality"",""mobile"",""ios""]","Swift","[""Swift""]",1717,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""flutter"",""dart"",""android"",""ios"",""flutter-apps"",""swift"",""objective-c"",""cocoapods"",""xcode""]"
"[""scenekit"",""swift""]","2017-04-11T07:24:48Z","mutating/ARViewer",3,"augmented reality viewer","[""ar"",""swift"",""scenekit"",""sensor""]","Swift","[""Swift"",""Objective-C"",""Ruby""]",69292,"[""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""language"",""objective-c"",""ios"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""iot"",""mqtt"",""home-assistant"",""home-automation"",""raspberry-pi""]"
"[""android"",""app"",""opengl"",""slam""]","2018-03-28T06:59:10Z","muziyongshixin/ORB-SLAM2-based-AR-on-Android",118,"this is a android augmented reality app based on orbslam and openglwhich can work well on both outdoor and indoor environments","[""orb-slam2"",""ar"",""android"",""app"",""opengl"",""slam"",""orb""]","C++","[""CMake"",""Java"",""C++"",""C"",""Makefile"",""GLSL""]",151954,"[""swift"",""ios"",""macos"",""swiftui"",""objective-c"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""react-native"",""ios"",""react"",""mobile"",""flutter"",""dart"",""android"",""ios"",""flutter-apps"",""api"",""c"",""simulation"",""graphics"",""webgl"",""3d"",""vulkan"",""calendar"",""library"",""keyboard"",""time"",""javascript"",""golang"",""go"",""redis"",""cache"",""middleware""]"
"[""aframe"",""webxr""]","2019-06-24T15:55:46Z","mvilledieu/magicleap-hello-webxr-aframe",5,"magic leap helio  hello webxr using custom aframe build","null","HTML","[""HTML""]",8,"null"
"[""arjs""]","2017-07-29T04:04:05Z","myungjaeyu/simple-ar.js",21,"httpsmyungjaeyugithubiosimplearjs","[""arjs"",""augmented-reality""]","JavaScript","[""HTML"",""JavaScript""]",18770,"[""linux"",""ansible"",""ubuntu"",""debian"",""vagrant"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode""]"
"[""arkit"",""ios"",""scenekit"",""swift""]","2017-09-16T22:32:37Z","nagam11/ARKit-Projects",69,"experimenting with arkit","[""arkit"",""augmented-reality"",""swift"",""ios"",""swift-4"",""ios11"",""scenekit""]","Swift","[""Swift"",""C++""]",608627,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""language"",""objective-c"",""ios"",""cocoapods"",""xcode"",""swift"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode""]"
"[""webar"",""webaronarkit""]","2017-09-11T01:45:25Z","nagam11/WebAR",5,"sample ar project built on googles new threearjs","[""webaronarkit"",""three-ar-js"",""webar"",""augmentedreality"",""augmented-reality"",""sample-ar""]","HTML","[""HTML""]",4663,"[""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""api"",""http"",""rest-api"",""rest"",""swagger"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode""]"
"[""unity"",""vuforia""]","2017-03-20T01:46:43Z","namanrajpal/FurnitureAR",17,"built to conduct a study on determining efficiency of ar in changing user perception users can rate furniture products by actually looking at them beta  companies can upload there product models to create ar brochures instantly","[""augmented"",""reality"",""marketing"",""advertisement"",""sofa"",""ar"",""mixed"",""vuforia"",""unity""]","C#","[""C#"",""Java"",""JavaScript"",""Objective-C++"",""Objective-C"",""C"",""GLSL""]",84822,"[""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""javascript"",""typescript"",""emacs"",""nodejs"",""deno"",""security"",""dns"",""privacy"",""analytics"",""google"",""video"",""ffmpeg"",""audio"",""streaming"",""camera"",""scala"",""functional-programming"",""github-actions"",""ci"",""continuous-integration"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""hacktoberfest"",""hacktoberfest2020"",""gpu"",""cuda"",""ember"",""game"",""unity3d"",""game-development"",""gamedev""]"
"[]","2019-07-26T20:22:30Z","nasa-gibs/worldview-ar",3,"augmented reality ar prototype to view earth imagery","null","C#","[""C#"",""ShaderLab""]",382614,"null"
"[]","2020-12-11T19:09:11Z","nasa/Mixed-Reality-Exploration-Toolkit",13,"null","null","C#","[""C#"",""ShaderLab"",""XSLT""]",287344,"null"
"[""camera"",""systems"",""toolkit""]","2016-08-25T12:36:53Z","natar-io/PapARt",78,"paper augmented reality toolkit  interactive projection for processing","[""camera"",""inria"",""projector"",""camera-systems"",""augmeted"",""reality"",""ar"",""processing"",""depth-camera""]","Java","[""Shell"",""GLSL"",""Java"",""Ruby""]",492009,"[""video"",""ffmpeg"",""audio"",""streaming"",""wechat"",""python"",""weather"",""recommender-system"",""weixin"",""tutorial"",""learning"",""education"",""example"",""godot"",""javascript"",""typescript"",""emacs"",""nodejs"",""deno"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""wechat"",""python"",""weather"",""recommender-system"",""weixin"",""robotics"",""ros"",""computer-vision"",""simulation"",""robot""]"
"[""android"",""app"",""kotlin""]","2018-08-26T20:09:10Z","navi25/Timeless",3,"a photo enhancement android app made with love in tempe","[""android"",""filters"",""android-development"",""instagram-filters"",""kotlin"",""gaussian-filter"",""gaussian-blur"",""augmented-reality"",""augmented-reality-applications""]","Kotlin","[""CMake"",""Kotlin"",""C++""]",233,"[""react-native"",""ios"",""react"",""mobile"",""image"",""svg"",""image-processing"",""icons"",""font"",""android"",""android-library"",""kotlin"",""android-application"",""material-design"",""android"",""mvvm"",""rxjava"",""kotlin-android"",""cpp"",""c-plus-plus"",""qt"",""c"",""cmake"",""rust"",""webassembly"",""wasm"",""linter"",""rust-lang"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""python"",""telegram"",""bot"",""telegram-bot"",""rss""]"
"[""unity"",""unity-editor"",""xr""]","2020-05-30T20:48:56Z","needle-tools/ar-simulation",42,"ar simulation for unity  right in the editor  minimally invasive","[""augmented-reality"",""unity3d"",""tool"",""plugin"",""package"",""editor"",""development"",""unity3d-plugin"",""unity-editor"",""unity-asset"",""xr"",""arfoundation""]","null","null",77,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""game"",""unity"",""game-development"",""gamedev"",""cli"",""developer-tools"",""tools"",""notifications"",""lua"",""java"",""intellij"",""ide"",""r"",""rstats"",""statistics"",""r-package"",""shiny"",""ocaml"",""steam"",""reasonml"",""torrent"",""cli"",""developer-tools"",""tool"",""tools"",""notifications"",""game"",""unity"",""unity3d"",""game-development"",""gamedev"",""game"",""unity"",""unity3d"",""game-development"",""gamedev"",""react"",""typescript"",""nextjs"",""reactjs"",""tailwindcss"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest""]"
"[""camera"",""physics"",""rendering"",""ros""]","2017-02-02T10:13:50Z","neemoh/ATAR",8,"assisted teleoperation with augmented reality atar package performs multiplewindow rendering physics simulation with bullet lib camera and hand eye calibrations uses ros","null","C++","[""CMake"",""C++"",""C"",""Lua""]",12775,"null"
"[]","2020-11-30T16:43:09Z","neofuturism/cheApR",55,"cheapr the diy augmented reality goggles","null","C++","[""Processing"",""C++"",""C""]",4485,"null"
"[""arkit"",""ios"",""objective-c""]","2020-04-18T18:31:24Z","nesseratious/AR-Navigation",6,"ar navigation allows creating apps that use ar to navigate within a given target area","[""vertex"",""ar-navigation"",""navigation-path"",""initial-positions"",""user-position"",""navigation"",""augmented-reality"",""ios"",""objective-c"",""arkit"",""arkit3"",""person-segmentation"",""djikstra-algorithm"",""minimap"",""floating-icons""]","null","null",81158,"[""opengl"",""graphics"",""webgl"",""3d"",""vulkan"",""vim"",""theme"",""neovim"",""dark-theme"",""vim-plugin"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""objective-c"",""cocoapods"",""xcode"",""c"",""clang"",""language"",""swift"",""ios"",""macos"",""swiftui"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""dotfiles"",""shell"",""bash"",""zsh"",""vim""]"
"[""game"",""react"",""react-native""]","2019-05-17T06:57:21Z","newbreedofgeek/AR-zombie",7,"augmented reality zombie example game built using viroreact","[""game"",""augmented-reality"",""react-native""]","JavaScript","[""JavaScript"",""Python"",""Java"",""Objective-C"",""Shell""]",103619,"[""unity"",""unity3d"",""game-development"",""gamedev"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""reactjs"",""android"",""ios"",""react"",""mobile""]"
"[]","2017-08-06T12:39:08Z","nguyenpham/ARMeasuringTape",24,"augmented reality measuring tape ","null","Swift","[""Swift""]",10256,"null"
"[""ai"",""unity"",""vuforia""]","2018-05-29T07:11:56Z","nheidloff/unity-watson-ar-sample",4,"augmented reality sample using ibm watson unity and vuforia","[""watson"",""unity"",""gaming"",""ar"",""cognitive"",""ai"",""vuforia"",""speech"",""ibmwatson""]","C#","[""C#""]",2227,"[""css"",""html"",""javascript"",""html5"",""sass"",""game"",""unity3d"",""game-development"",""gamedev"",""python"",""django"",""python3"",""django-rest-framework"",""flask"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""machine-learning"",""deep-learning"",""reinforcement-learning"",""artificial-intelligence"",""ai"",""deep-learning"",""machine-learning"",""neural-network"",""reinforcement-learning"",""artificial-intelligence"",""hacktoberfest"",""hacktoberfest2020"",""gpu"",""cuda"",""ember"",""python"",""ocr"",""pytorch"",""speech-recognition"",""sketch""]"
"[""web""]","2019-07-11T08:56:04Z","nicolocarpignoli/GeoAR.js",177,"a lightweight library for web locationbased augmented reality","null","JavaScript","[""JavaScript"",""HTML"",""CSS""]",52188,"null"
"[""app"",""react"",""sdk""]","2018-12-13T11:32:12Z","nikgraf/ar-app",7,"ar app using react  viewar sdk","[""augmented-reality"",""augmented-reality-applications"",""react"",""reactjs"",""javascript""]","JavaScript","[""JavaScript"",""HTML""]",100,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""python"",""telegram"",""bot"",""telegram-bot"",""rss"",""angular"",""react-native"",""vue"",""reactjs"",""hooks"",""react-hooks"",""typescript"",""react"",""hooks"",""react-hooks"",""typescript"",""nodejs"",""typescript"",""emacs"",""deno""]"
"[""unity""]","2018-03-13T21:24:10Z","nikhilagrawal2000/Turn-Right-AR",5,"null","[""unity3d"",""augmented-reality""]","C#","[""C#"",""ShaderLab"",""HLSL""]",48195,"[""game"",""unity"",""game-development"",""gamedev"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode""]"
"[""hololens"",""microsoft""]","2017-10-09T02:16:43Z","nikolasjchaconas/HoloGestures",5,"an evaluation of bimanual gestures on the microsoft hololens","null","C#","[""C#"",""ShaderLab"",""HLSL""]",150989,"null"
"[""android"",""ios"",""kotlin"",""swift""]","2018-06-27T06:41:02Z","nimblehq/growth",20,"investment timehacking sessions at nimble","[""ruby"",""javascript"",""ios"",""swift"",""android"",""kotlin"",""machine-learning"",""augmented-reality"",""elixir""]","null","null",101632,"[""language"",""python"",""rails"",""ecommerce"",""ruby-on-rails"",""gem"",""nodejs"",""typescript"",""emacs"",""deno"",""swift"",""objective-c"",""cocoapods"",""xcode"",""language"",""objective-c"",""ios"",""cocoapods"",""xcode"",""react-native"",""ios"",""react"",""mobile"",""android"",""mvvm"",""rxjava"",""kotlin-android"",""data-science"",""deep-learning"",""classification"",""machine-learning-algorithms"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""erlang"",""language"",""ruby"",""hacktoberfest"",""python"",""elm""]"
"[]","2019-02-07T06:26:15Z","nishants906/AR-ML",10,"augmented reality application that gets enhanced by machine learning","null","Java","[""Java""]",20986,"null"
"[""artoolkit"",""graphics"",""react"",""web""]","2017-10-03T17:25:44Z","nitin42/React-Web-AR",540," augmented reality on web with react","[""augmented-reality"",""augmented-reality-applications"",""react"",""react-ar"",""web"",""three-js"",""graphics"",""artoolkit""]","JavaScript","[""JavaScript""]",1124,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""python"",""telegram"",""bot"",""telegram-bot"",""rss"",""angular"",""react-native"",""vue"",""reactjs"",""hooks"",""react-hooks"",""typescript"",""javascript"",""framework"",""frontend"",""webapp"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""opengl"",""webgl"",""3d"",""vulkan""]"
"[""aruco"",""opencv"",""python""]","2018-07-22T08:09:36Z","njanirudh/Augmented-Reality",22,"augmented reallity application in python","[""augmented-reality"",""augmented-reality-applications"",""opencv"",""nft"",""aruco""]","Python","[""Python""]",886,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""python"",""telegram"",""bot"",""telegram-bot"",""rss"",""c"",""cpp"",""java"",""python"",""computer-vision"",""object-detection"",""deep-learning"",""tensorflow"",""python"",""python3"",""gui"",""twitter"",""pyqt5"",""python"",""machine-learning"",""data-science"",""jupyter-notebook"",""data-analysis""]"
"[""artoolkit"",""opencv"",""tracking""]","2018-01-12T05:06:24Z","njanirudh/OpenCV-ARTK",12,"using opencv and artoolkit to perform natural feature trackingnft","[""artoolkit"",""opencv"",""augmented-reality"",""nft"",""feature-tracking"",""cpp""]","C++","[""C"",""CMake"",""C++""]",2771,"[""c"",""cpp"",""java"",""python"",""computer-vision"",""object-detection"",""deep-learning"",""tensorflow"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""python"",""python3"",""gui"",""twitter"",""pyqt5"",""c-plus-plus"",""qt"",""c"",""cmake""]"
"[""app"",""arkit"",""ios""]","2020-05-11T23:53:50Z","no40/MuseumViewer",3,"museum viewer app with augmented reality artifacts and json support for adding artifacts built for ios using arkit quick look and swiftui","null","Swift","[""Swift""]",144231,"null"
"[""ai"",""facebook"",""snapchat""]","2018-07-09T19:54:47Z","noahlevenson/stealing-ur-feelings",797,"winner of mozillas  prize for art and advocacy exploring ai","[""art"",""snapchat"",""awards"",""emotion"",""mozilla"",""video"",""emotion-recognition"",""interactive-video"",""augmented-reality"",""computer-vision"",""webcam"",""filmmaking"",""film"",""ar"",""face-detection"",""privacy"",""ai"",""facebook"",""instagram"",""webbys""]","JavaScript","[""CSS"",""HTML"",""JavaScript""]",155967,"[""image"",""svg"",""image-processing"",""icons"",""font"",""web"",""javascript"",""framework"",""frontend"",""webapp"",""react"",""typescript"",""nextjs"",""reactjs"",""tailwindcss"",""chrome-extension"",""chrome"",""firefox"",""extension"",""firefox-addon"",""ffmpeg"",""audio"",""streaming"",""camera"",""opencv"",""computer-vision"",""object-detection"",""deep-learning"",""tensorflow"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""deep-learning"",""gan"",""machine-learning"",""opencv"",""vision"",""tensorflow"",""keras"",""convolutional-neural-networks"",""tutorial"",""learning"",""education"",""example"",""godot"",""windows"",""powershell"",""xamarin"",""csharp"",""c-sharp"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""opencv"",""computer-vision"",""object-detection"",""deep-learning"",""tensorflow"",""anonymity"",""encryption"",""privacy-policy"",""security"",""surveillance"",""cryptography"",""ssl"",""crypto"",""deep-learning"",""machine-learning"",""neural-network"",""reinforcement-learning"",""artificial-intelligence"",""api"",""sdk"",""wrapper"",""google"",""api"",""sdk"",""facebook"",""wrapper"",""google""]"
"[""arkit"",""ios"",""tracking""]","2019-07-17T05:00:59Z","noboomu/ARFaceKit",5,"full featured ar face magic for ios ","[""arkit"",""augmented-reality"",""ios"",""face-detection"",""face-tracking""]","C++","[""Objective-C"",""Swift"",""Metal"",""Objective-C++"",""C"",""GLSL"",""C++"",""HTML"",""Ruby""]",10159,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""objective-c"",""cocoapods"",""xcode"",""opencv"",""computer-vision"",""object-detection"",""deep-learning"",""tensorflow"",""opencv"",""computer-vision"",""object-detection"",""deep-learning"",""tensorflow""]"
"[""android"",""kotlin"",""raspberry-pi""]","2018-01-22T12:41:20Z","nordprojects/lantern",409,"transform any surface into mixedreality using raspberry pi a laser projector and android things","[""android-things"",""kotlin"",""android""]","Kotlin","[""Kotlin"",""Java""]",35925,"[""rust"",""webassembly"",""wasm"",""linter"",""rust-lang"",""android"",""mvvm"",""rxjava"",""kotlin-android"",""react-native"",""ios"",""react"",""mobile""]"
"[""api"",""app"",""google"",""unity"",""vuforia"",""web""]","2018-06-09T00:40:22Z","npai96/ARImageSearch",3,"smartphoneenabled augmented reality app that displays images from the internet based on vocalised user input currently configured to draw images from uiux design websites such as dribbble for design inspiration created in unity using the vuforia  ibm watson sdks in addition to the google web search api created with advice and tutelage from mrmatthew hallberg","null","C#","[""C#"",""ShaderLab"",""HTML""]",28861,"null"
"[""arkit""]","2018-01-22T18:10:47Z","nyisztor/arkit-intro",6,"the projects presented in my pluralsight tutorial introduction to augmented reality with arkit","null","Swift","[""Swift""]",17254,"null"
"[""arkit"",""ios"",""scenekit""]","2017-08-02T13:08:52Z","oabdelkarim/ARPaint",682,"draw with bare fingers in the air using arkit","[""arkit"",""scenekit"",""ios"",""ios11"",""augmented-reality"",""mixed-reality""]","Swift","[""Swift""]",9283,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""kafka"",""spark"",""java"",""scala"",""big-data""]"
"[""ai"",""iot"",""virtual""]","2016-08-29T20:55:01Z","octopusengine/newreality",3,"virtual reality  augmented reality  iot robotic  ai  new reality","null","Python","[""Python"",""Arduino""]",937,"null"
"[]","2016-01-21T20:05:30Z","octoreso/octoreso",3,"gps augmented reality cartography project currently focused on ingress","null","Ruby","[""Ruby"",""JavaScript"",""HTML"",""CSS"",""Nginx"",""Gherkin""]",3836,"null"
"[""android"",""app"",""unity"",""vuforia""]","2017-02-11T05:45:02Z","ogunasekara/Scene",4,"an augmented reality app to visualize information behind the scene","[""ar"",""vuforia"",""c-sharp"",""unity3d"",""android""]","C#","[""Java"",""JavaScript"",""Objective-C++"",""Objective-C"",""C"",""C#"",""GLSL""]",188557,"[""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""hacktoberfest"",""hacktoberfest2020"",""gpu"",""cuda"",""ember"",""windows"",""powershell"",""xamarin"",""csharp"",""game"",""unity"",""game-development"",""gamedev"",""react-native"",""ios"",""react"",""mobile""]"
"[""arcore""]","2018-06-14T09:54:52Z","okhofsk/PointCloudARDouble",4,"ar application using arcore to render colored point clouds in augmented reality","null","Java","[""Java"",""GLSL""]",101984,"null"
"[""android"",""camera"",""opencv""]","2020-12-28T15:00:59Z","oleg-sta/VrFace",3,"android library for augmented reality effects using machine learning and computer vision on face from camera online","[""android-library"",""augmented-reality-effects"",""camera"",""face"",""real-time-face-detection"",""opencv"",""computer-vision""]","Java","[""Java"",""C++"",""Makefile"",""CMake"",""C""]",724,"[""android"",""kotlin"",""android-application"",""material-design"",""video"",""ffmpeg"",""audio"",""streaming"",""opencv"",""computer-vision"",""object-detection"",""deep-learning"",""tensorflow"",""c"",""cpp"",""java"",""python"",""computer-vision"",""object-detection"",""deep-learning"",""tensorflow"",""deep-learning"",""gan"",""machine-learning"",""opencv"",""vision"",""tensorflow"",""keras"",""convolutional-neural-networks""]"
"[""opencv"",""python""]","2017-05-09T06:43:13Z","olpotkin/Vehicle-Detection",24,"vehicle detection  advanced lane finding for adas","[""computer-vision"",""lane-lines-detection"",""opencv"",""svm-classifier"",""machine-learning"",""augmented-reality"",""adas"",""python"",""hacktoberfest""]","Jupyter Notebook","[""Jupyter Notebook""]",25545,"[""deep-learning"",""gan"",""machine-learning"",""opencv"",""vision"",""tensorflow"",""keras"",""convolutional-neural-networks"",""javascript"",""typescript"",""emacs"",""nodejs"",""deno"",""c"",""cpp"",""java"",""python"",""computer-vision"",""object-detection"",""deep-learning"",""tensorflow"",""nodejs"",""mongodb"",""express"",""node"",""expressjs"",""data-science"",""deep-learning"",""classification"",""machine-learning-algorithms"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""linux"",""macos"",""windows"",""osx"",""mac"",""language"",""ruby"",""django"",""python3"",""django-rest-framework"",""flask"",""elixir"",""python"",""erlang"",""elm""]"
"[""android"",""arcore""]","2017-08-30T15:25:08Z","olucurious/Awesome-ARCore",106,"a curated list of awesome arcore projects and resources feel free to contribute","[""augmented-reality"",""arcore"",""android"",""mobile""]","null","null",4,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""kafka"",""spark"",""java"",""scala"",""big-data"",""react-native"",""ios"",""react"",""mobile"",""flutter"",""dart"",""android"",""ios"",""flutter-apps""]"
"[""arkit"",""ios"",""objective-c"",""swift""]","2017-06-28T09:29:01Z","olucurious/Awesome-ARKit",6965,"a curated list of awesome arkit projects and resources feel free to contribute","[""augmented-reality"",""arkit"",""ios"",""swift"",""objective-c""]","Swift","[""Swift""]",1178,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""objective-c"",""cocoapods"",""xcode"",""language"",""objective-c"",""ios"",""cocoapods"",""xcode"",""c"",""clang"",""language"",""swift"",""ios"",""macos"",""swiftui""]"
"[""android"",""arcore"",""sceneform""]","2019-01-21T17:28:56Z","omarmiatello/android-ktx-arcore-sceneform",6,"null","[""android"",""arcore"",""arcore-android"",""sceneform"",""augmented-reality"",""examples""]","Kotlin","[""Kotlin""]",3414,"[""react-native"",""ios"",""react"",""mobile"",""kafka"",""spark"",""java"",""scala"",""big-data"",""discord"",""bot"",""discord-bot"",""slack"",""chatbot"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""documentation"",""translation"",""i18n"",""localization"",""emoji""]"
"[""ai"",""coreml"",""ml""]","2017-06-10T16:05:45Z","onmyway133/awesome-machine-learning",726," a curated list of machine learning resources preferably coreml","[""core-ml"",""machine"",""learning"",""model"",""ai"",""vision"",""language"",""processing"",""augmented"",""reality""]","null","null",193,"[""chrome-extension"",""chrome"",""firefox"",""extension"",""firefox-addon"",""azure"",""devops"",""terraform"",""docker"",""cloud"",""hacktoberfest"",""open-source"",""opensource"",""community"",""free"",""javascript"",""validation"",""typescript"",""form"",""forms"",""deep-learning"",""machine-learning"",""neural-network"",""reinforcement-learning"",""artificial-intelligence"",""opencv"",""computer-vision"",""object-detection"",""deep-learning"",""tensorflow"",""documentation"",""translation"",""i18n"",""localization"",""emoji"",""wechat"",""python"",""weather"",""recommender-system"",""weixin"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""javascript"",""typescript"",""emacs"",""nodejs"",""deno""]"
