"createdAt","nameWithOwner","stargazerCount","description","repositoryTopics_list","primaryLanguage","languages_list","diskUsage","relatedTopics_list"
"2018-03-11T12:35:17Z","rajavijayasaradhi/Planets",3,"Planets motion around the Sun in Augmented Reality","[""swift"",""augmented-reality"",""scenekit"",""planet"",""solarsystem""]","Swift","[""Swift""]",7609,"[""language"",""objective-c"",""ios"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""java"",""minecraft"",""mod"",""tree"",""stack""]"
"2018-03-20T19:28:41Z","rajdeep1008/AR-Tourism",1,"Augmented reality based android app for Rajasthan Hackathon 4.0","null","C#","[""C#"",""Mask"",""ShaderLab""]",79506,"null"
"2020-04-25T05:46:23Z","rajshekarreddy97/IIMR",1,"A Framework for Intangible Interactions in Mixed Reality.","null","C#","[""C#"",""Smalltalk"",""ShaderLab"",""HLSL""]",189727,"null"
"2017-08-30T11:58:37Z","rajubd49/ARKit-Sample-ObjC",67,"ARKit sample application is written in Objective C with features of Add, Remove, Scale, Move, Snapshot for single and multiple objects with plane/surface detection, reset session and AR support checking.","[""augmented-reality"",""arkit"",""scenekit"",""ios"",""objective-c""]","Objective-C","[""Objective-C""]",6057,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""objective-c"",""cocoapods"",""xcode"",""c"",""clang"",""language"",""swift"",""ios"",""macos"",""swiftui""]"
"2019-01-22T17:14:19Z","raksdewji/EZ-AR",2,"EZ-AR is a mobile app which utilizes augmented reality and a user-friendly interface in hopes of creating a comforting experience for users to discover new products and businesses.","null","Java","[""JavaScript"",""CSS"",""HTML"",""Java"",""TeX"",""Makefile"",""C"",""Objective-C"",""Ruby"",""Dart""]",361524,"null"
"2018-05-14T08:53:09Z","ramkalath/Augmented_Reality_Tutorials",23,"Augmented Reality Tutorials","null","C++","[""Makefile"",""C++"",""Python"",""Shell"",""GLSL""]",43707,"null"
"2019-03-15T20:09:30Z","ramonaharrison/ar-workshop",3,"Droidcon Italy 2019 // Augmented Reality Workshop: Getting Started with ARCore and Sceneform","null","Kotlin","[""Kotlin""]",211961,"null"
"2016-04-08T21:40:51Z","ramonsaraiva/ar-multiplayer-game",12,"augmented reality multiplayer shooter","null","C#","[""C#"",""Java"",""JavaScript"",""Objective-C++"",""Objective-C"",""C"",""ShaderLab""]",179938,"null"
"2018-06-14T09:07:47Z","ranadhirdey/Home-Decor",11,"null","[""augmented-reality"",""augmented-reality-applications"",""ios"",""ios-swift"",""swift"",""ios-app""]","Swift","[""Swift""]",18240,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""python"",""telegram"",""bot"",""telegram-bot"",""rss"",""swift"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""language"",""objective-c"",""ios"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode""]"
"2019-04-16T18:58:21Z","randyfong/SpatialAudioDemo",1,"Demo Spatial Audio for Augmented Reality","null","Swift","[""Swift""]",1251,"null"
"2016-08-06T15:50:43Z","raphamorim/arjs",1,"Augmented Reality [拡張現実] JavaScript Library ","null","JavaScript","[""JavaScript""]",1,"null"
"2019-10-12T14:23:19Z","rarafa245/Google-Glass.Project",1,"HTML / CSS Study Project","null","HTML","[""CSS"",""JavaScript"",""HTML""]",2820,"null"
"2019-09-17T02:31:45Z","raunaqsingh2020/lookARound",1,"LookARound was my 2019 PennApps project. The iOS app uses augmented reality to show various nearby places of interest.","null","Swift","[""Ruby"",""Swift""]",928,"null"
"2017-06-07T16:31:09Z","ravenblu/HoloWitch",2,"Mixed Reality experience created with Unity, Leap Motion and Holographic Projector.","[""unity""]","C#","[""C#"",""ShaderLab"",""HLSL""]",34962,"[""game"",""unity3d"",""game-development"",""gamedev""]"
"2019-02-01T06:02:21Z","ravitejaCR7/Mixed-and-Augmented-Reality",1,"null","[""augmented-reality"",""unity3d"",""vuforia-sdk"",""arcore"",""arcore-android"",""arcore-unity"",""arcore-sdk"",""maya"",""prefab"",""multiplayer-game"",""opencv""]","C#","[""C#"",""ShaderLab"",""Objective-C++""]",312998,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""game"",""unity"",""game-development"",""gamedev"",""kafka"",""spark"",""java"",""scala"",""big-data"",""discord"",""bot"",""discord-bot"",""slack"",""chatbot"",""python"",""python3"",""gui"",""twitter"",""pyqt5"",""game"",""unity"",""unity3d"",""game-development"",""gamedev"",""game"",""unity"",""unity3d"",""game-development"",""gamedev"",""c"",""cpp"",""java"",""python"",""computer-vision"",""object-detection"",""deep-learning"",""tensorflow""]"
"2020-09-22T22:40:01Z","raywenderlich/apr-materials",30,"The projects and materials that accompany the Apple Augmented Reality by Tutorials book","null","Swift","[""Shell"",""Swift"",""HTML""]",73565,"null"
"2020-05-24T21:44:44Z","razine-bensari/arpen",1,"arpen is a augmented reality pencil that you control with your finger. You can draw, drag and click usiing your finger or a ""symbolic"" pen.""","null","null","null",0,"null"
"2020-09-22T20:22:18Z","razvangeangu/flamingo",2,"Augmented Reality Banking using TypingDNA Authenticator","[""typingdna"",""hackathon""]","Swift","[""Swift"",""Objective-C"",""Ruby""]",157550,"[""game-jam"",""game-off"",""hacktoberfest"",""vscode"",""vscode-extension"",""javascript"",""typescript""]"
"2017-10-11T17:57:41Z","rbalaz/liveproject3dglove-",1,"Use of Force feedback gloves in Augmented/Virtual/Mixed reality for medical data visualizing.","null","C#","[""C#"",""HLSL"",""ShaderLab"",""C++""]",609238,"null"
"2019-04-01T03:52:41Z","rcj9719/ArinA",10,"Augmented Reality for Indoor Navigation System - An Android application for navigating user in an indoor environment with augmented arrows, without continuous data connectivity. For initial development work of project refer link ","null","Java","[""Java""]",50593,"null"
"2018-10-09T01:23:55Z","rcj9719/arin",1,"Augmented Reality for Indoor Navigation System - An Android application for navigating user in an indoor environment with augmented arrows, without net connectivity. Source detection and text recogniser for the same covered here. For further work on the project refer link","null","Java","[""Java"",""Shell""]",103520,"null"
"2020-03-11T20:14:07Z","rderbier/Hololens-QRcodeSample",16,"How to use Microsoft.Mixedreality.QR in HoloLens 2 application for QR code tracking","null","C#","[""C#""]",886,"null"
"2016-04-03T13:26:56Z","rdmilligan/ArkwoodAR",5,"Python Augmented Reality application for Google Cardboard","null","Python","[""Python""]",1536,"null"
"2017-07-10T06:17:34Z","react-native-ar/react-native-arkit",1638,"React Native binding for iOS ARKit","[""arkit"",""react-native"",""augmented-reality"",""ios"",""objective-c""]","Objective-C","[""JavaScript"",""Objective-C""]",4565,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""reactjs"",""android"",""ios"",""react"",""mobile"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""objective-c"",""cocoapods"",""xcode"",""c"",""clang"",""language"",""swift"",""ios"",""macos"",""swiftui""]"
"2018-04-22T19:59:50Z","realconnexions/demo",1,"ar-vr medical pletform to connect medical experts to African healthcare providers","[""unity"",""augmented-reality"",""vr"",""virtual-reality"",""africa"",""nigeria""]","C#","[""Smalltalk"",""C#"",""ShaderLab"",""HLSL"",""GLSL""]",468051,"[""game"",""unity3d"",""game-development"",""gamedev"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""json"",""xml"",""yaml"",""csv"",""serialization"",""java"",""spring-boot"",""spring"",""springboot"",""redis""]"
"2018-08-24T13:29:47Z","realkushagrakhare/AR_Occlusion_LightEstimation",6,"Android projetcs which for Occlusion and Light Estimation in AR.","[""augmented-reality"",""augmentedreality"",""augmented-reality-application"",""augmented-reality-applications"",""lighting-estimation"",""lighting-model-estimation"",""occlusion"",""ar-occlusion""]","C#","[""C#"",""ShaderLab"",""Java""]",72104,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""api"",""http"",""rest-api"",""rest"",""swagger"",""python"",""telegram"",""bot"",""telegram-bot"",""rss"",""websocket"",""chat"",""webrtc"",""websockets"",""p2p""]"
"2020-04-22T18:18:00Z","reema-didhe/3-D-Construction-Augmented-Reality",1,"This android application is based on Augmented Reality technology using Wikitude AR Engine.  The application transforms the 2D model of the floor plan to the 3D model by overlaying the computer graphics onto it. The user can be able to view the 3D model of the floor plan and take the virtual tour of the room. Apart from this feature, the application also overlays the virtual furniture in a physical environment of the room. This feature of Augmented Reality application allows users to experience the interactive real-world environment and at the same time save their time and efforts.","null","Java","[""Java"",""CSS"",""HTML"",""JavaScript""]",27866,"null"
"2020-06-26T16:47:49Z","reffyferdiyatno/Augmented-Reality-Berbasis-Android",1,"null","null","null","null",0,"null"
"2016-03-07T19:55:15Z","reinterpretcat/utymap",837,"Highly customizable library for procedural world generation based on real map data","[""gamedev"",""maps"",""unity3d"",""visualization"",""lsystem"",""openstreetmap"",""mapcss"",""virtual-reality"",""procedural-generation"",""mapzen"",""natural-earth"",""srtm"",""tree-generator"",""augmented-reality""]","C++","[""CMake"",""C++"",""C#"",""ShaderLab"",""Java""]",70190,"[""game"",""unity"",""unity3d"",""game-development"",""gis"",""map"",""geospatial"",""openstreetmap"",""game"",""unity"",""game-development"",""gamedev"",""graph"",""data-visualization"",""chart"",""charts"",""mapbox"",""mapillary"",""gis"",""map"",""maps"",""geospatial"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""game"",""unity"",""unity3d"",""game-development"",""gamedev"",""javascript"",""nodejs"",""js"",""es6"",""javascript-library"",""bioinformatics"",""workflow"",""pipeline"",""genomics"",""rna-seq"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode""]"
"2016-09-30T18:29:01Z","remberluyckx/CloudApplications_AugmentedReality",1,"null","null","Java","[""Java"",""Gherkin"",""Shell""]",70104,"null"
"2019-11-21T18:45:34Z","rendoir/feup-rvau-2",1,"Augmented reality applied to football images","null","Python","[""Python""]",39156,"null"
"2018-02-06T16:23:21Z","rhdeck/react-reality",19,"Augmented Reality built out of React Components","null","JavaScript","[""JavaScript"",""Objective-C"",""Swift""]",281,"null"
"2019-09-03T14:58:53Z","ricardorojr/SiteGoogleGlass",1,"Site sobre programação mp, apenas didatico ainda nao concluido","null","JavaScript","[""CSS"",""HTML"",""PHP"",""JavaScript""]",806,"null"
"2019-12-04T18:37:23Z","richalonso/AVRAsylumHelp",1,"Virtual assistant with augmented reality features, OPEN Source ","null","null","null",28,"null"
"2020-11-28T21:47:38Z","richapurba/NEXL",1,"A website for NEXL, online furniture store with built-in AR product viewer.","[""furniture-ecommerce"",""augmented-reality""]","CSS","[""HTML"",""CSS"",""JavaScript""]",9866,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode""]"
"2018-10-29T15:35:54Z","richardballaux/Augmented-Reality-Games-Platform",3,"Play space invaders and air pong via your laptop's camera with a colored object","[""game"",""linux""]","Python","[""Python""]",69998,"[""unity"",""unity3d"",""game-development"",""gamedev"",""dotfiles"",""shell"",""bash"",""zsh"",""vim""]"
"2016-12-04T12:46:54Z","richmondx/UE4-MixedReality",18,"null","null","C++","[""C++"",""C"",""C#""]",94384,"null"
"2018-05-07T02:23:25Z","rickyhopper/react-native-ar-demo",1,"A small augmented reality demo built using React Native. This shows pins over a camera feed using location services and device sensors for pose estimation.","null","Java","[""JavaScript"",""Python"",""Java"",""Objective-C""]",164,"null"
"2019-10-18T17:19:08Z","rishabh-1796/Marker-based-Augmented-Reality-Android-app",1,"null","null","null","null",15564,"null"
"2018-04-20T14:35:52Z","rishabhmehta11/FOR-LOOP-explanation-through-Augmented-Reality",1,"This application explains about the working of FOR-LOOP using 3D models","null","C#","[""Java"",""JavaScript"",""Objective-C++"",""Objective-C"",""C"",""C#"",""ShaderLab"",""Smalltalk""]",148015,"null"
"2019-03-01T22:12:28Z","rishchou/augmented-reality",2,"AR tag detection and tracking using homography 3D cube placement in real time using projection matrix and camera pose estimation. ","null","Python","[""Python""]",41417,"null"
"2020-01-20T13:51:56Z","rishitamathur27/LeARnABC-Using-Unity",1,"This app is basically for the children of KG who can easily interact with the objects in the book and can get a 360 degree view. This app is made using Augmented Reality.","null","null","null",14,"null"
"2017-10-14T04:55:33Z","rishiy15/HoloHealth",1,"A Microsoft HoloLens application that allows medical professionals to view hologram panels containing live patient data. They can drag around the panels and choose which data to show.","null","C#","[""C#"",""ShaderLab"",""HLSL"",""GLSL""]",46102,"null"
"2018-01-18T13:50:03Z","rishshah/Photo-realistic-rendering-in-AR-",6,"Photorealistic rendering in Augmented Reality","[""augmented-reality-applications"",""slam"",""opencv"",""opengl"",""computer-vision"",""computergraphics-programs"",""qtcreator""]","C++","[""QMake"",""C++"",""C"",""Makefile"",""CMake"",""Shell"",""Fortran"",""Tcl"",""HTML"",""Python"",""JavaScript"",""CSS"",""Cuda"",""Objective-C"",""Objective-C++""]",49179,"[""python"",""telegram"",""bot"",""telegram-bot"",""rss"",""calendar"",""library"",""keyboard"",""time"",""javascript"",""c"",""cpp"",""java"",""python"",""computer-vision"",""object-detection"",""deep-learning"",""tensorflow"",""api"",""c"",""simulation"",""graphics"",""webgl"",""3d"",""vulkan"",""deep-learning"",""gan"",""machine-learning"",""opencv"",""vision"",""tensorflow"",""keras"",""convolutional-neural-networks"",""cpp"",""c-plus-plus"",""qt"",""c"",""cmake""]"
"2019-05-14T15:16:41Z","rivaldyrizal/karuta",1,"Karuta is a mobile application for learning to read with Augmented Reality technology. I became the project leader in making this application","null","C#","[""C#"",""ShaderLab""]",82028,"null"
"2018-04-07T13:45:24Z","rizky/ARLingo",1,"🐻 Augmented Reality Lingo App","[""augmented-reality"",""computer-vision"",""translator""]","C#","[""C#"",""Shell""]",49987,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""deep-learning"",""gan"",""machine-learning"",""opencv"",""vision"",""tensorflow"",""keras"",""convolutional-neural-networks"",""documentation"",""translation"",""i18n"",""localization"",""emoji""]"
"2018-07-18T11:26:38Z","rizwanbpatel/Android-AR",1,"Sample code library for exploring Augmented Reality and its integration with the Android","null","Java","[""Java"",""GLSL""]",664,"null"
"2018-10-01T07:20:52Z","rje/RoomMeshing",20,"A simple room scanning/meshing scene for Unity and Magic Leap One","null","C#","[""C#"",""ShaderLab""]",156,"null"
"2016-09-17T20:40:13Z","rko-hackathons/simpleAR2",3,"use JSARToolKit5 in Ionic with Android crosswalk & iOS-Safari WebRTC support","[""hackathon"",""augmented-reality"",""ionic"",""mobile-app"",""jsartoolkit""]","JavaScript","[""JavaScript"",""CSS"",""HTML""]",1229,"[""game-jam"",""game-off"",""hacktoberfest"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""angular"",""typescript"",""angularjs"",""angular2"",""flutter"",""dart"",""android"",""ios"",""flutter-apps""]"
"2016-09-18T02:02:03Z","rko-hackathons/simpleAR4",1,"use JSARToolKit5 in cordova with Android crosswalk & iOS-Safari WebRTC support","[""hackathon"",""augmented-reality"",""ionic"",""mobile-app"",""jsartoolkit""]","JavaScript","[""JavaScript"",""HTML"",""CSS""]",89,"[""game-jam"",""game-off"",""hacktoberfest"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""angular"",""typescript"",""angularjs"",""angular2"",""flutter"",""dart"",""android"",""ios"",""flutter-apps""]"
"2016-09-18T02:28:52Z","rko-hackathons/simpleAR5",2,"use JSARToolKit5 as web app only","[""hackathon"",""augmented-reality"",""webapp"",""jsartoolkit"",""geolocation""]","JavaScript","[""Brainfuck"",""C"",""Makefile"",""Forth"",""GAP"",""HTML"",""CSS"",""JavaScript""]",1007,"[""game-jam"",""game-off"",""hacktoberfest"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""app"",""mobile-app"",""webdev"",""storage"",""filesystem"",""yii2"",""instagram"",""file"",""gis"",""map"",""maps"",""geospatial"",""openstreetmap""]"
"2016-09-18T05:17:20Z","rko-hackathons/simpleAR7",1,"use JSARToolKit5 with geolocation only (without marker detection) as web app only - ","[""hackathon"",""augmented-reality"",""jsartoolkit"",""geolocation"",""geofences""]","JavaScript","[""Brainfuck"",""C"",""Makefile"",""Forth"",""GAP"",""HTML"",""CSS"",""JavaScript""]",3247,"[""game-jam"",""game-off"",""hacktoberfest"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""gis"",""map"",""maps"",""geospatial"",""openstreetmap"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode""]"
"2018-11-09T16:58:08Z","rksaha333/ARCoreJSON",2,"Augmented Reality Application development for the industrial automation application. In this case the Google AR Core have been used and unity as an interface support. The machine has the local server where the machine sta8tus have been updated simultaniously. In unity a web request have been created to feacth the  server data and display in the unity console. Next that data will be visualized in the unity canvas interface . The reques will also be updated simultiniously in every 5 second.","null","C#","[""C#"",""ShaderLab"",""Objective-C++"",""C++""]",64319,"null"
"2018-10-14T15:07:27Z","rmonroy84/VSENSE_TANGO_AR",1,"Implementation of the VMV 2018 paper ""Dynamic Environment Mapping for Augmented Reality Applications on Mobile Devices""","null","C++","[""CMake"",""C++"",""Java"",""Batchfile"",""MATLAB"",""M"",""C""]",5853,"null"
"2016-08-29T22:20:39Z","rmurdoch/Augmented-Camera---Swift",6,"Using UIImagePickerController camera to view plotted spots on a map in an augmented reality.","null","Swift","[""Swift""]",5816,"null"
"2016-01-30T07:41:37Z","roahanramesh/shot-glass-tracking",1,"Automatically exported from code.google.com/p/shot-glass-tracking","null","C++","[""C"",""C++"",""Makefile""]",46106,"null"
"2018-05-16T03:01:15Z","roastedpork/hololens-rosbridge",1,"A rosbridge client written in C# for Microsoft Hololens to connect with ROS","null","C#","[""C#""]",248,"null"
"2017-11-18T04:43:37Z","robbykraft/MTA-3D",1,"New York City MTA subway cars in 3D augmented reality. heroku server and iOS","null","Objective-C","[""Objective-C"",""Swift"",""Objective-C++"",""HTML"",""JavaScript""]",70,"null"
"2017-05-06T17:33:48Z","roberthein/AR-Pizza-Slicer",82,"5 different shapes!","[""ar"",""pizza"",""slice"",""slicer"",""augmented"",""reality"",""swift"",""scenekit"",""scene"",""kit"",""3d""]","Swift","[""Swift""]",681,"[""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""golang"",""go"",""redis"",""cache"",""middleware"",""windows"",""powershell"",""xamarin"",""csharp"",""c-sharp"",""dotfiles"",""shell"",""bash"",""zsh"",""vim"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""javascript"",""typescript"",""emacs"",""nodejs"",""deno"",""language"",""objective-c"",""ios"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""game"",""unity"",""unity3d"",""game-development"",""gamedev"",""react"",""typescript"",""nextjs"",""reactjs"",""tailwindcss"",""opengl"",""graphics"",""webgl"",""vulkan""]"
"2016-11-16T23:27:46Z","robertnowell/breadcrumbs",4,"First prize, augmented reality competition. AT&T AR/VR Hackathon, November 2016.","null","Swift","[""Objective-C"",""Swift""]",5573,"null"
"2018-10-13T18:13:40Z","robertobuso/Mod5Frontend_3",2,"Interactive Augmented Reality app on iOS.","null","JavaScript","[""JavaScript"",""Python"",""Java"",""Objective-C"",""Shell"",""HTML""]",219059,"null"
"2018-10-30T17:33:45Z","robertobuso/augmented-reality-app",3," Interactive Augmented Reality app on iOS.","null","JavaScript","[""JavaScript"",""Python"",""Java"",""Objective-C"",""HTML"",""Shell""]",217628,"null"
"2017-01-30T22:17:46Z","robertsaj/SE380-Skeletal-System",1,"Skeletal System for the Augmented Reality Application for Software Architecture","null","JavaScript","[""API Blueprint"",""JavaScript"",""HTML"",""CSS""]",187,"null"
"2016-06-18T18:39:13Z","robinstrike8/Dragon-Dome",1,"Augmented Reality based game","null","null","null",43926,"null"
"2019-05-09T07:44:56Z","robofit/arcor2",1,"Solution for end-user programming of (collaborative) robots using Augmented Reality. From AR to Python and back!","[""arcor2"",""robotics"",""backend"",""python"",""augmented-reality"",""robots""]","Python","[""Python"",""Shell"",""Starlark"",""AMPL""]",8963,"[""ros"",""computer-vision"",""simulation"",""robot"",""web"",""javascript"",""framework"",""frontend"",""webapp"",""language"",""ruby"",""django"",""python3"",""django-rest-framework"",""flask"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""robotics"",""ros"",""computer-vision"",""simulation"",""robot""]"
"2018-06-14T21:55:07Z","robomex/ARKit-2-Image-Tracking-Demo",105,"iOS 12 + ARKit 2 + Image tracking means: Harry Potter style moving pictures, living movie posters, video postcards, paper-thin “displays,” and lots more augmented reality fun.","[""arkit"",""ios"",""arkit2"",""image-tracking"",""demo"",""video-postcards"",""living-movie-posters"",""paper-thin-displays"",""recognizing-images"",""augmented-reality"",""augmented-reality-applications""]","Swift","[""Swift""]",208579,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""objective-c"",""cocoapods"",""xcode"",""pytorch"",""deep-learning"",""computer-vision"",""gan"",""generative-adversarial-network"",""hacktoberfest"",""clojure"",""cms"",""library"",""api"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""python"",""telegram"",""bot"",""telegram-bot"",""rss""]"
"2020-02-04T06:45:29Z","robomex/ARKit-3-Body-Tracking-AR-Guitar-Demo",28,"iOS 13 + ARKit 3 + Body Tracking = An invisible AR guitar that plays different sounds when strummed based on the position of the left hand along the invisible guitar's neck.","[""arkit"",""arkit3"",""ios"",""demo"",""ar"",""augmented-reality"",""augmentedreality"",""augmented-reality-applications"",""guitar"",""body-tracking"",""ios13"",""body-controls"",""invisible-guitars"",""body-based-controls""]","Swift","[""Swift""]",35476,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""objective-c"",""cocoapods"",""xcode"",""hacktoberfest"",""clojure"",""cms"",""library"",""api"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""api"",""http"",""rest-api"",""rest"",""swagger"",""python"",""telegram"",""bot"",""telegram-bot"",""rss"",""music"",""audio"",""latex"",""spotify"",""midi"",""bioinformatics"",""workflow"",""pipeline"",""genomics"",""rna-seq""]"
"2018-04-25T12:19:24Z","roboticeyes/openrex",5,"OpenREX - the open source toolkit for the REX platform","[""augmented-reality"",""fileformat"",""3d"",""3d-models"",""virtual-reality"",""visualization""]","C","[""C"",""CMake"",""Objective-C"",""GLSL"",""C++""]",757,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""react-native"",""android"",""ios"",""react"",""mobile"",""opengl"",""graphics"",""webgl"",""vulkan"",""elixir"",""hacktoberfest"",""python"",""erlang"",""elm"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""graph"",""data-visualization"",""chart"",""charts""]"
"2017-04-12T09:03:21Z","robotology/superimpose-mesh-lib",12,"A modern C++ augmented-reality library to superimpose 3D objects on images.","[""cpp"",""superimpose-3d-objects"",""opengl"",""opencv"",""augmented-reality"",""library""]","C++","[""CMake"",""C++"",""GLSL""]",5355,"[""c-plus-plus"",""qt"",""c"",""cmake"",""api"",""c"",""simulation"",""graphics"",""webgl"",""3d"",""vulkan"",""c"",""cpp"",""java"",""python"",""computer-vision"",""object-detection"",""deep-learning"",""tensorflow"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""calendar"",""keyboard"",""time"",""javascript""]"
"2020-02-12T19:03:47Z","rocketseat-content/youtube-challenge-arkit",9,"Augmented Reality (AR) with React Native for ARKit (iOS)","null","JavaScript","[""JavaScript""]",343,"null"
"2019-06-19T12:41:23Z","rodellison/ARFoundation-Demo",1,"Unity ARFoundation project with scale/rotate","[""arfoundation"",""augmented-reality"",""unity3d"",""arkit2"",""arcore""]","ShaderLab","[""ShaderLab"",""C#"",""HLSL""]",19651,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""game"",""unity"",""game-development"",""gamedev"",""pytorch"",""deep-learning"",""computer-vision"",""gan"",""generative-adversarial-network"",""kafka"",""spark"",""java"",""scala"",""big-data""]"
"2019-04-16T09:21:53Z","rodmytro/ARSightseeing",8,"iOS Swift app that shows position of Landmarks via Augmented Reality (ARKit)","[""ios"",""arkit"",""swift"",""corelocation"",""augmented-reality-application"",""augmented-reality"",""ios-app"",""gps-location"",""tour-guide-app"",""arkit-navigation""]","Swift","[""Swift"",""Ruby""]",7254,"[""swift"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""language"",""objective-c"",""ios"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""visualization"",""graph"",""data-visualization"",""chart"",""charts""]"
"2019-02-11T06:12:28Z","rodrigocam/ar-gif",51,"Easy to use augmented reality web components","[""threejs"",""jsartoolkit"",""web-component"",""augmented-reality"",""gif"",""gif-animation"",""web"",""ar-gif"",""javascript"",""html"",""mp4"",""ar-markers"",""webm"",""hacktoberfest""]","JavaScript","[""JavaScript"",""HTML""]",1541,"[""opengl"",""graphics"",""webgl"",""3d"",""vulkan"",""aws"",""serverless"",""aws-lambda"",""lambda"",""terraform"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""image"",""svg"",""image-processing"",""icons"",""font"",""wechat"",""python"",""weather"",""recommender-system"",""weixin"",""javascript"",""framework"",""frontend"",""webapp"",""nodejs"",""typescript"",""emacs"",""deno"",""css"",""javascript"",""html5"",""sass"",""video"",""ffmpeg"",""audio"",""streaming"",""camera"",""machine-learning"",""deep-learning"",""reinforcement-learning"",""artificial-intelligence"",""ai"",""elixir"",""python"",""erlang"",""elm""]"
"2020-01-13T18:37:17Z","rogerboesch/magicleap-tutorial-cpp",2,"Tutorial: C++ Game Development on the Magic Leap One","null","C++","[""Shell"",""C++"",""CMake"",""C"",""Objective-C"",""GLSL"",""Objective-C++""]",359,"null"
"2019-05-09T07:47:13Z","rohangupta/ar-authentication",3,"Android App for Augmented Reality Pattern Lock Authentication. Developed using C#, Unity and OpenCV.","null","C#","[""Objective-C++"",""C#""]",28304,"null"
"2019-02-25T07:01:07Z","rohangupta/ar-ring-try-on",32,"Augmented Reality Android App made using Unity and OpenCV to implement virtual trials of rings","null","C#","[""C#"",""ShaderLab"",""Objective-C++""]",199605,"null"
"2018-03-11T09:15:06Z","rolwyn/Furniture-Ar",3,"An Augmented Reality Furniture Augment Application created using unity3D and Vuforia","null","C#","[""C#""]",414,"null"
"2019-04-21T23:44:46Z","romuloctba/arhunt",3,"i18n AR (Augmented Reality) clue hunt - Originally used as Easter Hunt at my workplace!","null","JavaScript","[""HTML"",""JavaScript"",""CSS""]",3726,"null"
"2018-11-20T13:31:31Z","ronAvot/Augmented-Reality---Shooting-Game",1,"null","null","C#","[""JavaScript"",""C#""]",23001,"null"
"2016-05-24T00:22:04Z","rondagdag/ARDinoController",1,"Augmented Reality/Virtual Reality Dinosaur Controller using Particle Photon","null","C#","[""JavaScript"",""C#"",""GLSL"",""Python"",""Java"",""Objective-C++"",""Objective-C"",""C"",""Arduino""]",110028,"null"
