"Tags","createdAt","nameWithOwner","stargazerCount","description","repositoryTopics_list","primaryLanguage","languages_list","diskUsage","relatedTopics_list"
"[""ios""]","2018-12-21T00:10:35Z","pjcspro/SwiftShot",4,"Creating a Game for Augmented Reality","null","Swift","null",86582,"null"
"[]","2017-05-17T20:21:09Z","planetareum/Planetareum",4,"Step into the future.","null","null","null",7,"null"
"[""web"",""webar"",""webgl"",""webrtc""]","2017-08-14T23:57:51Z","playcanvas/playcanvas-ar",177,"Fast and Easy Augmented Reality for the Web :rocket:","null","JavaScript","null",1561,"null"
"[""gltf"",""usdz"",""vr"",""webgl"",""webvr""]","2019-03-19T10:16:21Z","point105-ar/ExampleModels",3,"null","null","HTML","null",144144,"null"
"[""projection""]","2016-02-18T13:29:35Z","poqudrof/Papart-examples",22,"Papart examples","null","Processing","null",248110,"null"
"[""sparkar""]","2019-07-23T19:41:39Z","positlabs/spark-blend-modes",35,"Photoshop blend mode patches for sparkar AR","null","null","null",2400,"null"
"[""instagram"",""sparkar""]","2019-12-06T14:26:00Z","positlabs/spark-bokeh",8,"Bokeh Particle Emitters in sparkar AR","null","null","null",391,"null"
"[""instagram"",""sparkar""]","2019-11-11T20:00:00Z","positlabs/spark-particle-fields",3,"Hack sparkar 's default particle emitter types to get 3D emitter fields","null","null","null",391,"null"
"[""instagram"",""sparkar""]","2019-11-23T21:36:21Z","positlabs/spark-vignette",5,"Vignettes and head tracking in Spark AR","null","JavaScript","null",798,"null"
"[""ai"",""babylonjs"",""three-js"",""webgl""]","2018-09-03T03:04:10Z","powermobileweb/ARFaceFilter",58,"ai Javascript/WebGL lightweight face tracking library designed for augmented reality webcam filters. Features : multiple faces detection, rotation, mouth opening. Various integration examples are provided (Three.js, Babylon.js, FaceSwap, Canvas2D, CSS3D...). ","null","JavaScript","null",91925,"null"
"[""arkit"",""ios"",""phone""]","2018-08-18T08:29:55Z","powermobileweb/ARKit-CoreLocation",8,"Combines the high accuracy of AR with the scale of GPS data.","null","Swift","null",22431,"null"
"[""arkit"",""mapkit"",""swift""]","2019-02-25T22:34:54Z","powermobileweb/ARKitNavigationDemo",9,"ARKit Demo Application","null","Swift","null",13980,"null"
"[""arkit"",""ios"",""mixed-reality"",""scenekit"",""swift""]","2019-03-25T02:24:27Z","powermobileweb/ARPaint",5,"Draw with bare fingers in the air using ARKit","null","Swift","null",9274,"null"
"[""arkit"",""coreml"",""ios"",""scenekit"",""swift""]","2019-03-07T22:47:30Z","powermobileweb/ARTetris---SceneKit",3,"Augmented Reality Tetris made with ARKit and SceneKit","null","Swift","null",16,"null"
"[""arkit"",""react-native""]","2018-08-18T08:15:49Z","powermobileweb/ReactNativeARKit",7,"A sample project to demonstrate how to use react-native-arkit","null","JavaScript","null",595,"null"
"[""instagram"",""sparkar""]","2019-02-23T19:59:33Z","powermobileweb/SparkArShader",13,"Spark AR Studio / AR sparkar Shaders for Instagram .","null","null","null",1135,"null"
"[""ios"",""swift""]","2018-08-18T08:56:10Z","powermobileweb/TGLAugmentedRealityView",7,"Augmented Reality made easy -- place overlays on a camera preview and adjust their position depending on device attitude.","null","Objective-C","null",552,"null"
"[""a-frame"",""marker"",""phone"",""web"",""webar""]","2017-12-22T13:11:31Z","prashant-andani/AR-Alphabets",102,"Augmented Reality on Web (Web AR) for Kids to learn Alphabets with fun. AR on all phone Devices","null","JavaScript","null",28976,"null"
"[""a-frame"",""ar-js"",""marker"",""web""]","2018-03-19T17:55:09Z","prashant-raghu/augment-hawa",6,"Augmented reality Web app, using ar-js and a-frame to project a custom 3D model on a marker . Developed at Rajasthan Hackathon 4.0.","null","HTML","null",39755,"null"
"[""app"",""blender"",""marker"",""unity""]","2020-07-30T06:53:48Z","pravin-asp/Anatomy_of_Human_Body_using_AR",4,"The project is only a prototype which about viewing the internal parts of human body using the technology Marker based Augmented Reality. The project is developed using the software Unity and Blender . The 3D model developed is exported in .fbs format and imported into unity game engine. The project consist of three parts skeleton, brain and heart which can be grabbed, zoomed and automatic rotations of the objects is also given.  App Link : https://drive.google.com/drive/folders/1MhEfOr4rWFLQkz6wqhp9IKBxmyZq5D6t?usp=sharing","null","C#","null",45846,"null"
"[""api"",""mapbox""]","2019-02-08T01:03:31Z","prestonwong7/PacmanGO",3,"An augmented reality version of the 2D version of Pacman using Mapbox API and Unity.","null","C#","null",13057,"null"
"[""magicleap"",""mrtk""]","2020-03-28T16:20:53Z","provencher/MRTK-MagicLeap",21,"MRTK magicleap extension for Magic Leap","null","Batchfile","null",102012,"null"
"[""iot"",""mixed-reality"",""unity3d""]","2018-02-24T14:01:38Z","pslabunibo/mirage",4,"MiRAgE - Mixed Reality Agent-based Environments Infrastructure","null","Java","null",563,"null"
"[""ar-js"",""three-js""]","2018-06-02T10:03:30Z","pulkitjuneja/AR-hoops",7,"A three. ar-js sample boilerplate where you can throw balls through hoops in AR","null","JavaScript","null",7307,"null"
"[""ar-js"",""three-js""]","2018-06-21T13:15:07Z","pulkitjuneja/Three-Ar-Boilerplate",3,"A boilerplate for Bootstrapping AR experiences with Three. ar-js","null","JavaScript","null",42,"null"
"[]","2020-08-27T11:42:33Z","pulsingcoder/SpinnerTop-Multiplayer-AR",3,"An Augmented reality AR spinner top game (multiplayer), that allows user to have battle experience in AR.","null","C#","null",100625,"null"
"[]","2017-03-26T21:05:03Z","pwstegman/SoundAir",4,":musical_keyboard: Magic floating piano made with index cards and a Leap Motion","null","HTML","null",1783,"null"
"[""arkit""]","2018-02-19T20:05:22Z","qftgtr/ARML",12,"Augmented Reality Markup Language","null","null","null",29,"null"
"[""cardboard"",""unity""]","2016-10-14T05:15:23Z","qian256/cardboard_seethrough",20,"Google Cardboard for augmented reality, a Unity project","null","C#","null",3469,"null"
"[""unity3d"",""unreal""]","2016-10-17T03:43:58Z","qian256/ur5_unity",27,"A model and controller of unreal (Universal Robots UR5) in Unity3D, supporting Augmented Reality (AR) and Virtual Reality (VR) applications.","null","C#","null",23235,"null"
"[""android""]","2017-03-08T19:04:17Z","quintonj/star",3,"Speech-to-text Augmented Reality (STAR) is an Android application that provides text and speech capabilities to users with impaired hearing.","null","Java","null",187,"null"
"[]","2020-08-13T18:58:01Z","r2u-io/documentation",3,"R2U JavaScript Augmented Reality SDK docs","null","JavaScript","null",19140,"null"
"[]","2018-01-18T13:58:56Z","rachvis/AugmentedRealityTextbook",33,"This is the code for application that lets user scan the image from textbook and obtain the virtual objects such as graphical content related to the scanned image in the application. The database must be created in vuphoria portal before creating the application which includes the images of textbook.","null","C#","null",4,"null"
"[]","2019-09-03T15:08:26Z","rafael-radkowski/TrackingExpertPlus",20,"TrackingExpert+ introduces a set of tools for augmented reality (AR) application development. In particular, it provides for 6-degree-of-freedom (DoF) pose measurement and 3D visualization capabilities. The focus is on industrial AR applications for tasks such as assembly training and task-support, maintenance, and others.","null","C++","null",29078,"null"
"[""arcore"",""cardboard"",""gearvr"",""phone"",""unity"",""vr""]","2018-12-12T13:58:37Z","rajandeepsingh13/6DOF-Mobile-VR-Using-GVR-and-ARCore",4,"phone vr Complete head and movement tracking achieved in Google Cardboard using ARCore","null","C#","null",43237,"null"
"[""unity"",""vuforia""]","2018-03-20T18:40:41Z","rajandeepsingh13/VuforiaWire",4,"A game made in Vuforia(Augmented Reality) in Unity that reimagines how multiple image targets can be used","null","C#","null",89359,"null"
"[""android"",""ios"",""unity"",""unity3d"",""vuforia""]","2019-03-29T22:16:39Z","rajatdiptabiswas/GeoARgraphy",7,":earth_asia: An augmented reality geography guessing game made in Unity","null","C#","null",228305,"null"
"[""scenekit"",""swift""]","2018-03-11T12:35:17Z","rajavijayasaradhi/Planets",3,"Planets motion around the Sun in Augmented Reality","null","Swift","null",7609,"null"
"[""arkit"",""ios"",""scenekit""]","2017-08-30T11:58:37Z","rajubd49/ARKit-Sample-ObjC",67,"ARKit sample application is written in Objective C with features of Add, Remove, Scale, Move, Snapshot for single and multiple objects with plane/surface detection, reset session and AR support checking.","null","Objective-C","null",6057,"null"
"[]","2018-05-14T08:53:09Z","ramkalath/Augmented_Reality_Tutorials",23,"Augmented Reality Tutorials","null","C++","null",43707,"null"
"[""arcore"",""sceneform""]","2019-03-15T20:09:30Z","ramonaharrison/ar-workshop",3,"Droidcon Italy 2019 // Augmented Reality Workshop: Getting Started with ARCore and Sceneform","null","Kotlin","null",211961,"null"
"[]","2016-04-08T21:40:51Z","ramonsaraiva/ar-multiplayer-game",12,"augmented reality multiplayer shooter","null","C#","null",179938,"null"
"[""ios"",""swift""]","2018-06-14T09:07:47Z","ranadhirdey/Home-Decor",11,"null","null","Swift","null",18240,"null"
"[]","2020-09-22T22:40:01Z","raywenderlich/apr-materials",30,"The projects and materials that accompany the Apple Augmented Reality by Tutorials book","null","Swift","null",73565,"null"
"[""android""]","2019-04-01T03:52:41Z","rcj9719/ArinA",10,"Augmented Reality for Indoor Navigation System - An Android application for navigating user in an indoor environment with augmented arrows, without continuous data connectivity. For initial development work of project refer link ","null","Java","null",50593,"null"
"[""hololens""]","2020-03-11T20:14:07Z","rderbier/Hololens-QRcodeSample",16,"How to use Microsoft.Mixedreality.QR in HoloLens 2 application for QR code tracking","null","C#","null",886,"null"
"[""cardboard""]","2016-04-03T13:26:56Z","rdmilligan/ArkwoodAR",5,"Python Augmented Reality application for Google Cardboard","null","Python","null",1536,"null"
"[""arkit"",""ios"",""react"",""react-native""]","2017-07-10T06:17:34Z","react-native-ar/react-native-arkit",1638,"React Native binding for iOS ARKit","null","Objective-C","null",4565,"null"
"[""android""]","2018-08-24T13:29:47Z","realkushagrakhare/AR_Occlusion_LightEstimation",6,"Android projetcs which for Occlusion and Light Estimation in AR.","null","C#","null",72104,"null"
"[""unity3d""]","2016-03-07T19:55:15Z","reinterpretcat/utymap",837,"Highly customizable library for procedural world generation based on real map data","null","C++","null",70190,"null"
"[""react""]","2018-02-06T16:23:21Z","rhdeck/react-reality",19,"Augmented Reality built out of React Components","null","JavaScript","null",281,"null"
"[""linux""]","2018-10-29T15:35:54Z","richardballaux/Augmented-Reality-Games-Platform",3,"Play space invaders and air pong via your laptop's camera with a colored object","null","Python","null",69998,"null"
"[""unreal""]","2016-12-04T12:46:54Z","richmondx/UE4-MixedReality",18,"unreal","null","C++","null",94384,"null"
"[""computer-graphics"",""computer-vision"",""opencv"",""opengl"",""qt"",""slam""]","2018-01-18T13:50:03Z","rishshah/Photo-realistic-rendering-in-AR-",6,"qt Photorealistic rendering in Augmented Reality","null","C++","null",49179,"null"
"[""unity""]","2018-10-01T07:20:52Z","rje/RoomMeshing",20,"A simple room scanning/meshing scene for Unity and Magic Leap One","null","C#","null",156,"null"
"[""android"",""ionic"",""jsartoolkit"",""phone"",""webrtc""]","2016-09-17T20:40:13Z","rko-hackathons/simpleAR2",3,"use jsartoolkit in Ionic with Android crosswalk & iOS-Safari WebRTC support","null","JavaScript","null",1229,"null"
"[]","2016-08-29T22:20:39Z","rmurdoch/Augmented-Camera---Swift",6,"Using UIImagePickerController camera to view plotted spots on a map in an augmented reality.","null","Swift","null",5816,"null"
"[""scenekit"",""swift""]","2017-05-06T17:33:48Z","roberthein/AR-Pizza-Slicer",82,"5 different shapes!","null","Swift","null",681,"null"
"[""vr""]","2016-11-16T23:27:46Z","robertnowell/breadcrumbs",4,"First prize, augmented reality competition. AT&T AR/ VR Hackathon, November 2016.","null","Swift","null",5573,"null"
"[""app""]","2018-10-30T17:33:45Z","robertobuso/augmented-reality-app",3," Interactive Augmented Reality app on iOS.","null","JavaScript","null",217628,"null"
"[""arkit"",""ios""]","2018-06-14T21:55:07Z","robomex/ARKit-2-Image-Tracking-Demo",105,"iOS 12 + ARKit 2 + Image tracking means: Harry Potter style moving pictures, living movie posters, video postcards, paper-thin “displays,” and lots more augmented reality fun.","null","Swift","null",208579,"null"
"[""arkit"",""ios""]","2020-02-04T06:45:29Z","robomex/ARKit-3-Body-Tracking-AR-Guitar-Demo",28,"iOS 13 + ARKit 3 + Body Tracking = An invisible AR guitar that plays different sounds when strummed based on the position of the left hand along the invisible guitar's neck.","null","Swift","null",35476,"null"
"[]","2018-04-25T12:19:24Z","roboticeyes/openrex",5,"OpenREX - the open source toolkit for the REX platform","null","C","null",757,"null"
"[""opencv"",""opengl""]","2017-04-12T09:03:21Z","robotology/superimpose-mesh-lib",12,"A modern C++ augmented-reality library to superimpose 3D objects on images.","null","C++","null",5355,"null"
"[""arkit"",""react-native""]","2020-02-12T19:03:47Z","rocketseat-content/youtube-challenge-arkit",9,"Augmented Reality (AR) with React-Native for ARKit (iOS)","null","JavaScript","null",343,"null"
"[""app"",""arkit"",""ios"",""swift""]","2019-04-16T09:21:53Z","rodmytro/ARSightseeing",8,"iOS Swift app that shows position of Landmarks via Augmented Reality (ARKit)","null","Swift","null",7254,"null"
"[""animation"",""jsartoolkit"",""marker"",""three-js"",""web""]","2019-02-11T06:12:28Z","rodrigocam/ar-gif",51,"web Easy to use augmented reality web components","null","JavaScript","null",1541,"null"
"[""android"",""app"",""opencv"",""unity""]","2019-05-09T07:47:13Z","rohangupta/ar-authentication",3,"Android App for Augmented Reality Pattern Lock Authentication. Developed using C#, Unity and OpenCV .","null","C#","null",28304,"null"
"[""android"",""app"",""opencv"",""unity""]","2019-02-25T07:01:07Z","rohangupta/ar-ring-try-on",32,"Augmented Reality Android App made using Unity and OpenCV to implement virtual trials of rings","null","C#","null",199605,"null"
"[""unity3d"",""vuforia""]","2018-03-11T09:15:06Z","rolwyn/Furniture-Ar",3,"An Augmented Reality Furniture Augment Application created using unity3D and Vuforia","null","C#","null",414,"null"
"[]","2019-04-21T23:44:46Z","romuloctba/arhunt",3,"i18n AR (Augmented Reality) clue hunt - Originally used as Easter Hunt at my workplace!","null","JavaScript","null",3726,"null"
"[""hololens"",""mixed-reality"",""unity"",""vr"",""xrtk""]","2017-11-08T19:39:46Z","ronellsicat/DxR",144,"xrtk DXR is a Unity package for rapid prototyping of immersive data visualizations in augmented, mixed, and virtual reality (AR, MR, VR ) or XR for short.","null","C#","null",221850,"null"
"[""hololens""]","2016-10-17T18:10:17Z","ror5226/MixedRealityTraining",3,"Senior Design Project Penn State Behrend ","null","C#","null",362463,"null"
"[""app"",""arkit"",""swift""]","2017-09-05T02:40:07Z","rosberry/pARtfolio",29,"Rosberry Portfolio app made with Apple ARKit","null","Swift","null",8316,"null"
"[""arkit"",""ios""]","2017-10-05T07:59:49Z","rubygarage/arkit-example",12,"This repository is created for the article https://rubygarage.org/blog/create-augmented-reality-app-for-ios-11","null","Swift","null",276,"null"
"[""android"",""ios"",""markerless"",""unity"",""unity3d""]","2018-06-16T15:07:18Z","rudrajikadra/ARShoot-Game-Markerless-Augmented-Reality-Unity3D-iOS-Android",4,"ios android Unity3D A simple Augmented Reality FPS type game using Apple's AR Kit in Unity 3D","null","C#","null",19297,"null"
"[""android""]","2016-07-17T14:47:03Z","runpengl/pokemongo-glass",6,"An Android build of Pokemon Go! compatible with Google Glass.","null","Java","null",3250,"null"
"[""windows""]","2018-04-10T00:15:02Z","rwalker123/SteamVRLauncher",26,"Launch SteamVR from Windows Mixed Reality Environment","null","C#","null",2737,"null"
"[""hololens"",""mixed-reality"",""unity3d""]","2017-06-25T15:17:44Z","rwth-acis/GaMR",7,"A Gamification Framework for Mixed Reality Training","null","C#","null",26187,"null"
"[]","2020-07-29T20:08:53Z","rwth-acis/Immersive-presentation---2D-editor",6,"2d The imersive presentation system is inteded to bring mixed reality-supported learning in everyday education. This repository contains the 2D editor part of the system.","null","C#","null",59183,"null"
"[""arcore"",""hololens"",""unity"",""vive""]","2019-04-22T18:46:29Z","rwth-acis/VIAProMa",12,"vive A Collaborative Mixed Reality Visualization Framework for Immersive Analytics","null","C#","null",1560143,"null"
"[""unity""]","2020-02-17T10:21:11Z","rwth-acis/i5-Toolkit-for-Mixed-Reality",6,"Common tools and features which can be reused in Mixed Reality projects for Unity","null","ShaderLab","null",170,"null"
"[""unreal""]","2019-06-17T02:50:57Z","ryangadz/ML_RadialMenu",6,"This is an example project using Magic Leap unreal Editor UE4. It features a radial menu that attaches to the Magic Leap One motion controller. ","null","null","null",24458,"null"
"[]","2019-04-09T06:09:12Z","ryo0ka/MLTwitterHandleDetection",7,"Twitter username detection sample for Magic Leap","null","C#","null",146416,"null"
"[]","2017-02-27T16:37:27Z","s3xton/piano-hero",5,"Augmented reality MIDI-to-piano learning assistant ","null","C++","null",731,"null"
"[""unity""]","2017-11-29T14:33:33Z","sachinjain3677/BomberMan",5,"Augmented Reality video game made on Unity","null","C#","null",1109253,"null"
"[]","2018-11-30T07:58:04Z","sadiga80/AR_Navigation",3,"AR Navigation is an Location Based Augmented Reality Navigation Application .                     Easy to use , Realtime and Fun !","null","Java","null",2172,"null"
"[""aruco"",""marker"",""opencv""]","2018-01-06T16:27:45Z","sahilkhoslaa/AugmentedReality-ArucoPoseEstimation",5,"A project based on Python and OpenCV which detects and recognizes aruco marker detects it and does its pose estimation with frame rate handling","null","Python","null",14,"null"
"[""opencv""]","2018-01-03T11:41:28Z","sahilkhoslaa/AugmentedReality-QRCodeScanner",5,"A project based on Python and OpenCV which detects and recognizes a single/multiple QR codes and creates virtual pyramid after scanning the code with the help of pose estimation..","null","Python","null",490,"null"
"[""opencv"",""slam""]","2019-10-22T21:12:02Z","salememd/AR-Engine",3,"slam Resources Sharing Platform Using Augmented Reality","null","Java","null",205,"null"
"[""android"",""app"",""phone""]","2017-01-11T07:45:08Z","salman-bhai/NotesNearby",4,"Augmented Reality App built both for Android which allows users to navigate a particular area using the phone 's camera and assisted by Google Maps..","null","Java","null",40657,"null"
"[""a-frame"",""oculus"",""oculus-rift"",""oculus-touch""]","2017-04-18T15:07:59Z","samuelcardillo/WebScreenVR",46,"WebScreenVR enhance your workspace while in Virtual Reality, allowing you to cast your screen and different applications around you in a 3D environment.","null","JavaScript","null",17131,"null"
"[""arkit"",""ios""]","2017-12-24T16:52:29Z","sandeepjoshi1910/ARUI",5,"ARUI is a library which helps to create an Augmented Reality UI with ease","null","Swift","null",18490,"null"
"[""app"",""ios"",""iot""]","2017-01-27T02:18:19Z","sanjay-saxena/air-traffic-control",3,"This repository contains instructions to build a Raspberry Pi powered ground station using Software Defined Radio(SDR) to receive ADS-B messages directly from commercial flights and publish MQTT messages to IBM IoT Platform. It also contains an iOS app to receive MQTT messages from the IoT Platform and track flights using Augmented Reality toolkit.","null","Java","null",350,"null"
"[]","2016-08-21T17:33:05Z","sankalpjohri94/TravelAR",4,"Augmented Reality Travel Tour Guide","null","Java","null",36596,"null"
"[""mixed-reality"",""opengl""]","2019-10-29T10:10:09Z","sariug/mpfluid_cave_frontend",7,"The front end code of my masters thesis which is about computational steering and CAVE virtual reality environment.","null","C++","null",41845,"null"
"[]","2017-02-05T06:34:22Z","satwikkansal/horaFeliz",3,"Next Generation E-retail management (Hackathon project)","null","CSS","null",32376,"null"
"[""unity"",""unity3d"",""vuforia""]","2018-04-22T05:22:21Z","saulgalaviz/virtualFittingRoom",9,"Augmented Reality Fitting Room via Unity","null","C#","null",369570,"null"
"[""computer-graphics""]","2018-05-17T18:21:58Z","sayhitosandy/2D-to-3D",19,"2D Cartoon Sketches to 3D Models","null","MATLAB","null",45230,"null"
"[""android"",""unity""]","2019-08-01T12:14:03Z","scians-team/TU7FA",4,"Augmented Reality Application  for Marketing Accessories like(ceilling lamps -  table lamps - wall lamps)","null","C#","null",374820,"null"
"[""arkit""]","2017-09-03T00:07:34Z","scottfinkelstein/MixedRealityKit",7,"An easy way to add a stereoscopic ARKit SceneView to your project.","null","Swift","null",62098,"null"
"[]","2019-08-26T16:17:35Z","scribear/ScribeAR.github.io",3,"Live Transcription for Augmented Reality Glasses","null","JavaScript","null",8365,"null"
"[""hololens"",""unity""]","2018-07-18T18:35:52Z","seelabutk/HoloTapestry",3,"Volume Rendering in Augmented Reality Using Tapestry","null","C#","null",1,"null"
"[""app"",""arkit"",""pose-estimation""]","2018-05-02T10:51:19Z","selerio/selerio-arkit-basics",5,"A sample app using the Selerio SDK for AR","null","Swift","null",17189,"null"
"[]","2018-12-15T14:37:27Z","semicolon-labs/Navi",3,"An augmented reality navigation system. ","null","Java","null",522,"null"
"[""android"",""app"",""arcore"",""arkit"",""google-poly"",""ios"",""unity""]","2019-07-21T03:47:50Z","serhanio/UnityARFoundationGooglePolyViewer",12,"An augmented reality viewer for 3d models published on google-poly  platform. The project is built in Unity C# using the ARFoundation packages. It includes a custom ui to query searches through the google-poly api. The project is compatible on both iOS as well as Android devices that support ARKit and ARCore respectively. Google-Poly is a platform for digital artists to publish their artworks primarily created in either Tiltbrush or Blocks. This app aims to provide a suitable foundation to view these artworks in AR, and build new features on top.","null","C#","null",159226,"null"
"[""unity"",""vuforia""]","2020-12-03T16:21:36Z","shah-deep/Augmented-Reality-using-Vuforia",7,"Skeleton, Electric motor, Triceratops (SET) models in AR","null","null","null",51320,"null"
"[""android""]","2017-05-30T13:18:10Z","shakurocom/augmented-reality-android",6,"Simple example how to use augmented reality on Android","null","C#","null",81071,"null"
"[""android"",""app"",""arcore"",""computer-vision"",""firebase"",""sceneform""]","2020-02-09T15:02:58Z","shashank-yadav/glimpse-android",18,"An android app to show your products in Augmented Reality (AR). Built using ARCore and Firebase","null","Kotlin","null",507,"null"
"[""unity3d"",""vuforia""]","2019-02-11T06:56:10Z","shivambhushan/AR-Campus",3,"Augmented Reality application developed using Unity3D and Vuforia SDK, It works by scanning a target image which shows up a 3D model or 2D image on successful scanning.","null","C#","null",52521,"null"
"[""android"",""arcore"",""unity"",""unity3d""]","2019-11-09T09:46:04Z","shivaneej/EducatAR",3,"An Android Application developed using Unity 3D and Google ARCore to help visualize 2D images using 3D objects and animations","null","C#","null",187193,"null"
"[""android"",""app"",""opengl""]","2018-07-15T04:47:54Z","shivangchopra11/MarkAR",10,"A simple AR drawing app for Android","null","Java","null",17948,"null"
"[""tensorflow""]","2019-03-27T20:14:17Z","shopped/VirtualCatch",5,"Play aUgMenTed rEaLitY catch in your browser using Tensorflow .js and Three.js","null","JavaScript","null",4056,"null"
"[""android"",""unity"",""vuforia""]","2019-05-23T16:48:52Z","shubhangibharti/Augmented-Reality-Business-Card",4,"This is a Unity project that uses Vuforia to display an Augmented Reality card when the image saved as target in the Vuforia database is detected by the application. It is interactable and upon sliding up different featues of the business card can be seen. It also plays video on the back side of the card with audio and shows 3D objects in AR.","null","C#","null",237926,"null"
"[""sparkar""]","2019-06-11T03:20:19Z","sibaturaspirman/facefilter-blinkrunninggame",43,"Face Filter - Blink Running Game with AR Spark Studio","null","JavaScript","null",111,"null"
"[""sparkar""]","2019-06-12T16:25:05Z","sibaturaspirman/sparkar-uithemepicker",3,"Free Download Source File AR Spark UI Theme Picker","null","JavaScript","null",105,"null"
"[]","2019-10-24T13:34:13Z","sid68v/NavigatAR",3,"Augmented Reality Navigation with ARfoundation and GPS","null","C#","null",2902,"null"
"[""opencv"",""unity3d"",""vuforia""]","2019-04-17T08:36:42Z","simform-solutions/IoTAR",6,"This repository contains demos built on Augmented reality using OpenCV , Unity3d with Vuforia with deep learning.","null","C#","null",423755,"null"
"[""app"",""ios""]","2017-11-06T21:14:34Z","simonbs/SBSAnimoji",898,"🐵 Animoji app using Apples AvatarKit","null","Objective-C","null",8919,"null"
"[""android"",""unity"",""vuforia""]","2019-11-01T08:51:58Z","sinahastam/ShoppingAR",4,"A Unity application designed for moblie Augmented Reality","null","HTML","null",102763,"null"
"[]","2018-06-19T14:19:35Z","sizplay/MovieMarker",4,"Winner of the ""Tour with Augmented Reality"" challenge from TomTom at the DeveloperWeek NY 2018 Hackathon","null","JavaScript","null",49206,"null"
"[""ndk"",""tango""]","2017-02-19T06:53:57Z","sjfricke/Tango-C-NDK-Tutorial",15,"Helping those who want to get involved in the realm of Augmented Reality","null","C++","null",13830,"null"
"[""hololens""]","2017-02-09T16:20:41Z","slincloud/HoloGPS",8,"GPS on Microsoft Hololens","null","C#","null",29,"null"
"[]","2019-11-03T23:24:08Z","smaerdlatigid/ArtificialGreenScreen",20,"Crop a greenscreen behind your webcam automatically using an A.I. based computer vision algorithm in the browser. Chroma key yourself over any video using OBS including mixed reality capture. Powered by tf.js","null","JavaScript","null",68357,"null"
"[]","2020-09-05T11:41:53Z","smtabatabaie/LBAR",4,"Location-Based Augmented Reality","null","C#","null",57,"null"
"[""instagram"",""sparkar""]","2020-01-04T18:06:04Z","sno/whatareyou-filter",31,"📷 roulette face effect template","null","null","null",33488,"null"
"[]","2020-11-04T05:23:35Z","snowymo/MagicLeapSamples",3,"null","null","Makefile","null",299800,"null"
"[""android"",""ios"",""unity3d""]","2017-12-22T12:28:50Z","softserveinc-rnd/tustan-ar",6,"AR reconstruction of Tustan wooden castle","null","C#","null",616419,"null"
"[""hololens""]","2016-08-31T13:36:52Z","soliagabriel/holoROS",38,"Microsoft HoloLens integration with Robotic Operating System (ROS), via Rosbridge, to simulate a holographic turtlesim_node environment. ","null","C#","null",796,"null"
"[""sandbox""]","2017-10-11T16:50:55Z","soltesza/AR-Sandbox-for-Construction-Planning",11,"An interactive augmented reality sandbox designed to help illustrate civil engineering concepts","null","TeX","null",97645,"null"
"[]","2016-07-25T06:27:16Z","somgupta/augmented-reality-ecommerce",3,"null","null","C#","null",270670,"null"
"[""animation"",""arkit"",""ios"",""scenekit"",""swift""]","2018-06-22T05:11:56Z","soonin/IOS-Swift-ARKitAnimation3DModel",7,"ios Learn the easy way to Create ARKit Augments Reality 3D Animation Project to show 3D Model Animation in Swift with different cool UI in Xcode by Swift Program ( ARKit , SceneKit ) You will be using ARKit, SceneKit, ARSCNViewDelegate, ARSCNView , UISegmentedControl, CAAnimation, Character, delegate, showsStatistics, SCNScene, position, scale, SCNVector3, addChildNode, ARWorldTrackingConfiguration, enumerateChildNodes, removeFromParentNode and understand How to Extend a Super Calss like UIColor ","null","Swift","null",3948,"null"
"[""animation"",""arkit"",""ios"",""scenekit"",""swift""]","2018-06-22T20:46:20Z","soonin/IOS-Swift-ARKitAnimation3DModel01",5,"ios Learn the easy way to Create ARKit Augments Reality 3D Animation Project to show 3D Model Animation in Swift with different cool UI in Xcode by Swift Program (ARKit, SceneKit ) You will be using ARKit, SceneKit, ARSCNViewDelegate, ARSCNView , UISegmentedControl, CAAnimation, Character, delegate, showsStatistics, SCNScene, position, scale, SCNVector3, addChildNode, ARWorldTrackingConfiguration, enumerateChildNodes, removeFromParentNode and understand How to Extend a Super Calss like UIColor ","null","Swift","null",2815,"null"
"[""blender"",""ios"",""scenekit"",""swift""]","2018-06-13T21:00:25Z","soonin/IOS-Swift-ARKitNew3DModels",8,"ios Learn the easy way to Import New 3D model in effect Project to insert in Augments Reality  sapce with different cool UI in Xcode by Swift Program (Blender,  free3d.com ) You will be using Blender ,  free3d.com , texture , .scn , .obj, .dae , menu, Editor, Convert tO SceneKit and understand How to use Blender to customized 3D Models . ","null","Swift","null",3284,"null"
"[""android"",""arcore"",""sceneform""]","2019-02-20T23:26:45Z","sorianog/ARStickers",4,"""Introduction to Sceneform"" Codelab by Google (in Kotlin)","null","Kotlin","null",952,"null"
"[""app"",""arkit"",""ios"",""phone"",""swift""]","2018-09-23T15:07:23Z","sorianog/ar-museum-ios",3,"AR Museum App on iOS with ARKit and Image Recognition","null","Swift","null",40,"null"
"[""mixed-reality"",""vr"",""xrtk""]","2018-10-25T23:34:29Z","sorianog/xr-applications-tracker",6,"A list of applications in the XRtk space","null","null","null",9,"null"
"[]","2019-07-19T09:02:27Z","space10-community/changing-colours-in-mixed-reality",5,"Changing Colours in Mixed Reality is an experiment in collaboration with MolaLAB.","null","C#","null",178286,"null"
