"tags","createdAt","nameWithOwner","stargazerCount","description","repositoryTopics_list","primaryLanguage","languages_list","diskUsage","relatedTopics_list"
"[""list"",""applications"",""space"",""extended-reality"",""xr-space"",""xr-applications-tracker"",""augmented-reality"",""ar"",""virtual-reality"",""vr"",""mixed-reality"",""mr""]","2018-10-25T23:34:29Z","sorianog/xr-applications-tracker",6,"A list of applications in the XR space","[""extended-reality"",""xr-space"",""xr-applications-tracker"",""augmented-reality"",""ar"",""virtual-reality"",""vr"",""mixed-reality"",""mr""]","null","null",9,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""kafka"",""spark"",""java"",""scala"",""big-data"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest""]"
"[""experiment"",""collaboration"",""n"",""u"",""l"",""l""]","2019-07-19T09:02:27Z","space10-community/changing-colours-in-mixed-reality",5,"Changing Colours in Mixed Reality is an experiment in collaboration with MolaLAB.","null","C#","[""C++"",""C#"",""ShaderLab"",""Mask"",""HLSL""]",178286,"null"
"[""spatialcanvas"",""sdk"",""augmented-reality"",""augmentedreality"",""database-as-a-service"",""ios-sdk""]","2018-02-16T14:47:33Z","spatialcanvas/spatialcanvas-ios",3,"SpatialCanvas iOS SDK","[""spatialcanvas"",""sdk"",""augmented-reality"",""augmentedreality"",""database-as-a-service"",""ios-sdk""]","Swift","[""Swift"",""Ruby"",""Objective-C""]",15711,"[""python"",""ocr"",""pytorch"",""speech-recognition"",""sketch"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""api"",""http"",""rest-api"",""rest"",""swagger"",""golang"",""go"",""golang-library"",""gin"",""golang-package"",""editor"",""ocaml"",""steam"",""reasonml"",""torrent""]"
"[""pixelate"",""shader"",""shaders"",""shader"",""spark-ar"",""spark-ar-studio"",""pixelate"",""facebook"",""augmented-reality"",""webcam"",""filter"",""pixelate-shader"",""webpack"",""facebook-sparkar""]","2019-06-02T09:02:19Z","spleennooname/sparkar-pixelate-shader",31,"simple script-only pixelate shader with Facebook SparkAR.","[""shaders"",""shader"",""spark-ar"",""spark-ar-studio"",""pixelate"",""facebook"",""augmented-reality"",""webcam"",""filter"",""pixelate-shader"",""webpack"",""facebook-sparkar""]","JavaScript","[""JavaScript""]",1315,"[""opengl"",""graphics"",""webgl"",""3d"",""vulkan"",""game"",""unity"",""unity3d"",""game-development"",""gamedev"",""web"",""javascript"",""framework"",""frontend"",""webapp"",""python"",""dataset"",""metadata"",""seo"",""research"",""api"",""sdk"",""wrapper"",""google"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""tutorial"",""learning"",""education"",""example"",""godot"",""java"",""framework"",""library"",""dependency-injection"",""design-patterns"",""react"",""redux"",""reactjs"",""react-router""]"
"[""n"",""u"",""l"",""l""]","2017-03-01T13:48:45Z","squAdlayeR/main",3,"Augmented Reality Navigator + Route Sharing","null","Swift","[""Swift"",""Objective-C"",""Ruby""]",312067,"null"
"[""n"",""u"",""l"",""l""]","2017-09-10T06:14:44Z","sriram-bhargav/ARKit-Voice-Controlled-Mixed-Reality-TV",3,"ARKit Voice Controlled Mixed Reality TV","null","Swift","[""Swift"",""Ruby"",""C""]",114072,"null"
"[""augmented"",""reality"",""boilerplate"",""app"",""demo"",""opencv"",""boilerplate"",""dlib"",""computer-vision"",""augmented-reality"",""augmented-reality-applications"",""augmented-game"",""augmentedreality"",""game""]","2017-03-03T04:05:13Z","stanchiang/fluidAR",15,"augmented reality boilerplate app for iOS (powered by OpenCV and DLIB)","[""demo"",""opencv"",""boilerplate"",""dlib"",""computer-vision"",""augmented-reality"",""augmented-reality-applications"",""augmented-game"",""augmentedreality"",""game""]","C++","[""Swift"",""Objective-C"",""Objective-C++"",""C++"",""CMake"",""C"",""MATLAB"",""Makefile""]",156298,"[""hacktoberfest"",""clojure"",""cms"",""library"",""api"",""c"",""cpp"",""java"",""python"",""computer-vision"",""object-detection"",""deep-learning"",""tensorflow"",""react"",""redux"",""reactjs"",""react-router"",""webpack"",""opencv"",""computer-vision"",""object-detection"",""deep-learning"",""tensorflow"",""deep-learning"",""gan"",""machine-learning"",""opencv"",""vision"",""tensorflow"",""keras"",""convolutional-neural-networks"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""python"",""telegram"",""bot"",""telegram-bot"",""rss"",""api"",""http"",""rest-api"",""rest"",""swagger"",""unity"",""unity3d"",""game-development"",""gamedev""]"
"[""opencv"",""computer-vision"",""opencv"",""dlib"",""spritekit"",""ios"",""swift-3"",""c-plus-plus"",""augmented-reality"",""augmented-game""]","2016-08-07T16:20:31Z","stanchiang/gameface",14,"Using opencv 2.4.13","[""computer-vision"",""opencv"",""dlib"",""spritekit"",""ios"",""swift-3"",""c-plus-plus"",""augmented-reality"",""augmented-game""]","C++","[""Swift"",""Objective-C"",""Objective-C++"",""CMake"",""C++"",""C"",""MATLAB"",""Makefile"",""GLSL"",""Ruby""]",200294,"[""deep-learning"",""gan"",""machine-learning"",""opencv"",""vision"",""tensorflow"",""keras"",""convolutional-neural-networks"",""c"",""cpp"",""java"",""python"",""computer-vision"",""object-detection"",""deep-learning"",""tensorflow"",""opencv"",""computer-vision"",""object-detection"",""deep-learning"",""tensorflow"",""swift"",""ios"",""macos"",""swiftui"",""objective-c"",""swift"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""cpp"",""qt"",""c"",""cmake"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode""]"
"[""app"",""augmented"",""android"",""augmented-reality"",""vuforia-sdk"",""vuforia"",""opengles""]","2016-11-27T11:42:54Z","stardust95/Augmented-Studio",9,"Android app allowing you to create your own augmented scenes. 基于Vuforia SDK的安卓增强现实应用, 支持导入.obj模型.","[""android"",""augmented-reality"",""vuforia-sdk"",""vuforia"",""opengles""]","Java","[""Java"",""GLSL""]",30908,"[""react-native"",""ios"",""react"",""mobile"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""hacktoberfest"",""hacktoberfest2020"",""gpu"",""cuda"",""ember"",""opengl"",""graphics"",""webgl"",""3d"",""vulkan""]"
"[""examples"",""n"",""u"",""l"",""l""]","2018-05-25T12:52:02Z","stemkoski/AR-Examples",367,"Augmented Reality examples for the web.","null","JavaScript","[""HTML"",""JavaScript"",""CSS""]",33107,"null"
"[""unreal-engine-4"",""zed-camera"",""mixed-reality""]","2018-01-19T14:47:18Z","stereolabs/zed-unreal-examples",58,"Stereolabs ZED - UE4 Examples","[""unreal-engine-4"",""zed-camera"",""mixed-reality""]","C++","[""C#"",""C++"",""C""]",485836,"[""editor"",""ocaml"",""steam"",""reasonml"",""torrent"",""graphql"",""github"",""git"",""apollo"",""github-api"",""kafka"",""spark"",""java"",""scala"",""big-data""]"
"[""unreal-engine-4"",""zed-camera"",""mixed-reality"",""ue4-plugin""]","2018-01-19T14:45:17Z","stereolabs/zed-unreal-plugin",32,"Stereolabs ZED - UE4 Plugin","[""unreal-engine-4"",""zed-camera"",""mixed-reality"",""ue4-plugin""]","C++","[""C#"",""C++"",""C""]",2902,"[""editor"",""ocaml"",""steam"",""reasonml"",""torrent"",""graphql"",""github"",""git"",""apollo"",""github-api"",""kafka"",""spark"",""java"",""scala"",""big-data"",""editor"",""ocaml"",""steam"",""reasonml"",""torrent""]"
"[""app"",""hackathon"",""augmented-reality"",""ios"",""media"",""sxsw"",""event-management""]","2018-03-13T18:50:34Z","stevenschmatz/livebadge",3,"An ARKit app to enrich the ticketing experience for large conferences & festivals. Made in 24 hours for SXSW Hackathon 2018.","[""hackathon"",""augmented-reality"",""ios"",""media"",""sxsw"",""event-management""]","Swift","[""Swift"",""Ruby""]",40223,"[""game-jam"",""game-off"",""hacktoberfest"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""objective-c"",""cocoapods"",""xcode"",""video"",""ffmpeg"",""audio"",""streaming"",""camera"",""javascript"",""nodejs"",""js"",""es6"",""javascript-library""]"
"[""webvr"",""threejs"",""gamepad"",""vive"",""oculus"",""daydream"",""javascript"",""vrcontroller"",""gear-vr"",""windows-mixed-reality"",""webxr""]","2017-04-26T14:04:11Z","stewdio/THREE.VRController",217,"Support hand controllers for Oculus, Vive, Windows Mixed Reality, Daydream, GearVR, and more by adding VRController to your existing Three.js-based WebVR project.","[""webvr"",""threejs"",""gamepad"",""vive"",""oculus"",""daydream"",""javascript"",""vrcontroller"",""gear-vr"",""windows-mixed-reality"",""webxr""]","JavaScript","[""JavaScript"",""HTML""]",1070,"[""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""opengl"",""graphics"",""webgl"",""3d"",""vulkan"",""calendar"",""library"",""keyboard"",""time"",""javascript"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""react-native"",""android"",""ios"",""react"",""mobile"",""nodejs"",""typescript"",""emacs"",""deno"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest""]"
"[""code"",""game"",""n"",""u"",""l"",""l""]","2017-01-27T07:55:54Z","stfnjstn/ARDefenderTutorial",4,"Sample code related to my iOS/Swift Tutorial:  Implement an Augmented Reality game like Pokemon Go™","null","Swift","[""Swift""]",424,"null"
"[""a-frame"",""webxr"",""android"",""augmented-reality"",""threejs""]","2020-03-15T19:21:03Z","stspanho/aframe-hit-test",37,"A-Frame hit-testing example","[""a-frame"",""webxr"",""android"",""augmented-reality"",""threejs""]","HTML","[""HTML"",""CSS""]",8761,"[""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""react-native"",""ios"",""react"",""mobile"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""opengl"",""graphics"",""webgl"",""3d"",""vulkan""]"
"[""n"",""u"",""l"",""l""]","2018-01-24T19:30:33Z","subham-choudhary/IndoorNavigationAugmentedReality",3,"null","null","Swift","[""Swift""]",10398,"null"
"[""augmented"",""reality"",""blockchain"",""data"",""science"",""application"",""processing"",""augmented-reality"",""swift4"",""ethereum-contract"",""ethereum-dapp"",""solidity"",""truffle-framework"",""ganache-cli"",""arkit"",""react"",""real-estate""]","2019-02-19T12:07:35Z","sudhamstarun/Spark",6,"An augmented reality based property valuation further enhanced by blockchain and data science to provide an end-to-end mortgage application processing platform✨📱","[""augmented-reality"",""swift4"",""ethereum-contract"",""ethereum-dapp"",""solidity"",""truffle-framework"",""ganache-cli"",""arkit"",""react"",""real-estate""]","JavaScript","[""Jupyter Notebook"",""Swift"",""Objective-C"",""Objective-C++"",""Ruby"",""JavaScript"",""HTML"",""Solidity""]",20823,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""linux"",""ansible"",""ubuntu"",""debian"",""vagrant"",""blockchain"",""ethereum"",""cryptocurrency"",""bitcoin"",""solidity"",""blockchain"",""ethereum"",""cryptocurrency"",""bitcoin"",""blockchain"",""ethereum"",""cryptocurrency"",""bitcoin"",""solidity"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""angular"",""react-native"",""vue"",""reactjs"",""hooks"",""react-hooks"",""typescript"",""parser"",""generator"",""template"",""parsing"",""nim""]"
"[""idea"",""augmented"",""reality"",""application"",""summary"",""n"",""u"",""l"",""l""]","2016-10-22T21:54:34Z","sumeetag/Augmented-Reality-using-Credit-Card",3,"Extracting card number and then displaying user account details along with online payments features. Displaying nearby Bank/ATMS using geo-tracking of Wikitude Software.  The idea of making a smart card using augmented reality won my team a place in the final round of the ICICI Trinity Contest. As per our proposal the application will scan the debit or credit card of the user and display the bank details such as account balance, last few transactions and the expenditure summary in an exhaustive manner.","null","Java","[""Java""]",80829,"null"
"[""virtual"",""keyboard"",""app"",""n"",""u"",""l"",""l""]","2017-02-08T10:40:46Z","sumihiro/HoloKeyboard",13,"HoloKeyboard is a virtual keyboard app for Microsoft HoloLens","null","Objective-C","[""Objective-C"",""Ruby""]",334,"null"
"[""face"",""tool"",""marketing"",""machine-learning"",""augmented-reality"",""marketing"",""ios"",""javascript"",""datavisualization""]","2019-02-03T23:07:01Z","superzzp/Visual-Eyes-BizHacks",7," Eye-tracking and face analysis tool in AR, for recording user's focal areas and predicting users' demographics and emotions when reading marketing materials. Dynamically store and visualize analysis data. First place, Best Buy Prize Winner out of 400+ people.","[""machine-learning"",""augmented-reality"",""marketing"",""ios"",""javascript"",""datavisualization""]","Swift","[""Ruby"",""Swift"",""HTML"",""CSS"",""JavaScript""]",2380,"[""data-science"",""deep-learning"",""classification"",""machine-learning-algorithms"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""security"",""dns"",""privacy"",""analytics"",""google"",""swift"",""objective-c"",""cocoapods"",""xcode"",""nodejs"",""typescript"",""emacs"",""deno"",""visualization"",""graph"",""data-visualization"",""chart"",""charts""]"
"[""augmented"",""reality"",""shooter"",""game"",""unity"",""vuforia"",""augmented-reality"",""shooter-game""]","2017-02-24T22:36:52Z","surayashivji/blaster",17,"augmented reality first-person shooter game built with Unity and Vuforia.","[""unity"",""vuforia"",""augmented-reality"",""shooter-game""]","C#","[""Java"",""JavaScript"",""Objective-C++"",""Objective-C"",""C"",""C#"",""GLSL""]",103703,"[""game"",""unity3d"",""game-development"",""gamedev"",""hacktoberfest"",""hacktoberfest2020"",""gpu"",""cuda"",""ember"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""aws"",""serverless"",""aws-lambda"",""lambda"",""terraform""]"
"[""game"",""unity3d"",""csharp"",""augmented-reality"",""application""]","2020-08-12T06:45:16Z","suriya-1403/AR-Street-game",3,"Implemented a basic concept of Augmented Reality in this game","[""unity3d"",""csharp"",""augmented-reality"",""application""]","C#","[""C#""]",49174,"[""game"",""unity"",""game-development"",""gamedev"",""dotnet"",""language"",""dotnet-core"",""c-sharp"",""asp-net-core"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""markdown"",""electron"",""notes"",""electron-app"",""desktop""]"
"[""n"",""u"",""l"",""l""]","2020-04-22T07:55:44Z","surya-trv-13/Feel-Reaction",3,"This is a Web Based Augmented Reality on Chemical Reaction ","null","JavaScript","[""JavaScript"",""CSS"",""Handlebars""]",2557,"null"
"[""camera"",""projector"",""augmented"",""reality"",""n"",""u"",""l"",""l""]","2019-04-03T05:28:20Z","syalanurag1991/ProcamCalibration",4,"A method to calibrate camera (kinect) and projector for creating augmented reality environments","null","C++","[""C++"",""CMake"",""HTML"",""C"",""Objective-C""]",125939,"null"
"[""augmented-reality"",""pokemon-go"",""vuforia-sdk"",""unity3d""]","2017-11-02T18:11:14Z","sziraqui/pmp-go",4,"Poor Man's Pokemon Go!","[""augmented-reality"",""pokemon-go"",""vuforia-sdk"",""unity3d""]","C#","[""Java"",""JavaScript"",""Objective-C++"",""Objective-C"",""C"",""C#"",""ShaderLab""]",46106,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""angular"",""typescript"",""angularjs"",""angular2"",""ionic"",""game"",""unity"",""game-development"",""gamedev""]"
"[""n"",""u"",""l"",""l""]","2020-02-23T14:11:34Z","tarukosu/MixedReality-WebRTC-ayame",5,"MixedReality-WebRTC にて、シグナリングサーバとして Ayame を利用するためのコード","null","Batchfile","[""Batchfile"",""Shell""]",3734,"null"
"[""list"",""model"",""3d"",""library"",""printing"",""reconstruction"",""vr"",""ar"",""mr"",""augment-reality"",""virtual-reality"",""mixed-reality""]","2017-04-23T03:21:29Z","taurenshaman/awesome-3d",32,"Awesome list of 3D resources. AR/MR/VR is the future, and 3D model is the basics of all of them.","[""3d"",""library"",""printing"",""reconstruction"",""vr"",""ar"",""mr"",""augment-reality"",""virtual-reality"",""mixed-reality""]","null","null",8,"[""opengl"",""graphics"",""webgl"",""vulkan"",""calendar"",""keyboard"",""time"",""javascript"",""logging"",""pdf"",""javascript"",""svelte"",""logger"",""robotics"",""ros"",""computer-vision"",""simulation"",""robot"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""kafka"",""spark"",""java"",""scala"",""big-data""]"
"[""augmented-reality"",""react-native"",""location-based"",""redux"",""firebase"",""ios"",""android"",""capture-the-flag"",""mobile-game"",""mobile-app"",""geolocation"",""react-native-maps"",""geolib"",""xcode"",""android-studio""]","2017-09-27T16:14:36Z","team-copper/captAR",24,"Augmented Reality Geolocation Capture-the-Flag Mobile Game Capstone Project","[""augmented-reality"",""react-native"",""location-based"",""redux"",""firebase"",""ios"",""android"",""capture-the-flag"",""mobile-game"",""mobile-app"",""geolocation"",""react-native-maps"",""geolib"",""xcode"",""android-studio""]","JavaScript","[""JavaScript"",""Python"",""Java"",""Objective-C"",""Ruby""]",2340,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""reactjs"",""android"",""ios"",""react"",""mobile"",""proxy"",""ssh"",""vpn"",""alfred"",""http"",""javascript"",""react"",""reactjs"",""hooks"",""react-hooks"",""typescript"",""covid-19"",""search"",""coronavirus"",""search-engine"",""swift"",""objective-c"",""cocoapods"",""xcode"",""react-native"",""ios"",""react"",""mobile"",""security"",""hacking"",""security-tools"",""pentesting"",""penetration-testing"",""react-native"",""android"",""ios"",""react"",""mobile"",""flutter"",""dart"",""android"",""ios"",""flutter-apps"",""gis"",""map"",""maps"",""geospatial"",""openstreetmap"",""javascript"",""validation"",""typescript"",""form"",""forms"",""swift"",""ios"",""macos"",""swiftui"",""objective-c"",""lua"",""java"",""plugin"",""intellij"",""ide""]"
"[""n"",""u"",""l"",""l""]","2020-01-31T11:20:08Z","tecartlab/SPARCK",18,"SPatial Augmented Reality Construction Kit","null","Max","[""Rich Text Format"",""Shell"",""Batchfile"",""Inno Setup"",""C"",""Java"",""Max"",""JavaScript"",""PHP""]",16225,"null"
"[""plugin"",""project"",""components"",""augmented"",""reality"",""markers"",""n"",""u"",""l"",""l""]","2019-12-10T18:04:12Z","technokrat/vuexr",13,"VueXR is a Vue plugin that let's you project regular DOM components onto augmented reality (AR) markers in real-time.","null","JavaScript","[""JavaScript"",""Vue"",""TypeScript""]",18488,"null"
"[""framework"",""lighting"",""physics"",""webxr"",""augmented-reality"",""threejs"",""cannonjs""]","2020-12-03T23:58:41Z","tentone/ar-occlusion",50,"three.js based framework for environment aware AR with occlusion, lighting PBR rendering, and physics support (cannon.js).","[""webxr"",""augmented-reality"",""threejs"",""cannonjs""]","JavaScript","[""HTML"",""JavaScript"",""GLSL""]",121574,"[""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""opengl"",""graphics"",""webgl"",""3d"",""vulkan"",""parser"",""generator"",""template"",""parsing"",""nim""]"
"[""n"",""u"",""l"",""l""]","2020-02-03T19:21:39Z","tessrUX/webar-stock-dataviz",6,"A 3D Augmented Reality Stock Data Visualization on the Web","null","JavaScript","[""JavaScript"",""HTML"",""CSS""]",536,"null"
"[""server"",""web"",""n"",""u"",""l"",""l""]","2016-07-11T22:39:44Z","thebelin/LARPI",8,"An open source server which provides an Ingress-like (Pokemon Go) API for building Augmented Reality experiences, available to users from a hosted web page or an app.","null","JavaScript","[""JavaScript"",""HTML""]",14,"null"
"[""augmented"",""reality"",""demo"",""augmented-reality"",""opencv-python"",""image-processing"",""object-detection"",""object-tracking""]","2019-02-16T12:15:44Z","thecountoftuscany/AR",3,"Simple augmented reality demo using OpenCV","[""augmented-reality"",""opencv-python"",""image-processing"",""object-detection"",""object-tracking""]","Python","[""Python""]",1050,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""opencv"",""computer-vision"",""object-detection"",""deep-learning"",""tensorflow"",""computer-vision"",""deep-learning"",""opencv"",""vision"",""python"",""ocr"",""pytorch"",""speech-recognition"",""sketch"",""opencv"",""computer-vision"",""deep-learning"",""tensorflow"",""opencv"",""computer-vision"",""object-detection"",""deep-learning"",""tensorflow""]"
"[""app"",""n"",""u"",""l"",""l""]","2017-01-28T10:43:30Z","thegenuinegourav/e-Pocket",6,"Six Modules in one app for healing the pain of Demonetization : 1.) e-commerce :credit_card: with Augmented Reality 2.) Data Analytics :bar_chart: 3.) Offline Transfer Money Mode :moneybag: 4.) Interactive Blue Color Picker :large_blue_circle: which works as a captcha 5.) Set Reminder :alarm_clock: with push notifications :bell: 6.) Voice BotChat :microphone: to add money to paytm wallet ","null","Java","[""Java""]",11397,"null"
"[""mobile"",""game"",""augmented"",""reality"",""n"",""u"",""l"",""l""]","2018-12-07T21:01:58Z","thejdss/workshop-mobile",3,"A mobile game using augmented reality - Workshop/PUC Minas","null","C#","[""C#"",""ShaderLab""]",29096,"null"
"[""cardboard"",""cardboard-vr"",""augmented-reality""]","2017-03-14T01:37:03Z","thomann/plotAR",5,"Walk Through your Data in Cardboard VR","[""cardboard"",""cardboard-vr"",""augmented-reality""]","Python","[""MATLAB"",""R"",""HTML"",""Python"",""Shell""]",10851,"[""flutter"",""dart"",""android"",""ios"",""flutter-apps"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode""]"
"[""software"",""augmented"",""reality"",""sandbox"",""n"",""u"",""l"",""l""]","2016-04-20T13:17:15Z","thomwolf/Magic-Sand",477,"Magic-Sand is a software for operating an augmented reality sandbox","null","C++","[""Makefile"",""C++"",""GLSL"",""C"",""Objective-C"",""QML""]",212574,"null"
"[""augmented"",""n"",""u"",""l"",""l""]","2018-01-22T23:18:34Z","tmonseigne/HoloDoc",4,"Graduation Project - HoloLens, Document Classification using augmented reality.","null","C++","[""C#"",""ShaderLab"",""HLSL"",""JavaScript"",""C++"",""C"",""Objective-C"",""HTML""]",255271,"null"
"[""virtual"",""augmented"",""reality"",""n"",""u"",""l"",""l""]","2017-11-21T02:55:32Z","tnga/react-aframe",10,"Build virtual and augmented reality experiences with React and A-Frame.","null","JavaScript","[""JavaScript""]",12,"null"
"[""list"",""awesome"",""webar"",""augmented-reality"",""ar"",""awesome"",""webvr""]","2017-09-20T17:35:18Z","tobiasbueschel/awesome-WebAR",47,"📱 A curated list of awesome WebAR projects, resources, tools and more.","[""webar"",""augmented-reality"",""ar"",""awesome"",""webvr""]","null","null",8,"[""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""awesome-list"",""list"",""hacktoberfest"",""resources"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest""]"
"[""n"",""u"",""l"",""l""]","2019-02-11T13:32:21Z","tobiascz/Results3DHumanPoseEstimation",6,"This repository shows the results of the Masterthesis with the title: ""Real-time 3D Human Pose Estimation with a single RGB-camera for Screen-based Augmented-Reality""","null","null","null",205471,"null"
"[""sudoku"",""video"",""opencv"",""sudoku-solver"",""augmented-reality"",""tensorflow""]","2020-07-17T16:47:51Z","tomash1234/sudoku-ar-solver",4,"Sudoku solver able to solve sudoku and draw the result into a picture or video ","[""opencv"",""sudoku-solver"",""augmented-reality"",""tensorflow""]","Python","[""Python""]",3954,"[""c"",""cpp"",""java"",""python"",""computer-vision"",""object-detection"",""deep-learning"",""tensorflow"",""linux"",""ansible"",""ubuntu"",""debian"",""vagrant"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""deep-learning"",""keras"",""machine-learning"",""convolutional-neural-networks""]"
"[""mixed-reality"",""windows-mixed-reality"",""unity"",""hololens"",""ar"",""vr"",""mr"",""unreal-engine-4"",""csharp"",""cplusplus"",""javascript""]","2017-09-11T08:54:44Z","tomzorz/awesome-mixedreality",11,"Awesome Windows Mixed Reality libs","[""mixed-reality"",""windows-mixed-reality"",""unity"",""hololens"",""ar"",""vr"",""mr"",""unreal-engine-4"",""csharp"",""cplusplus"",""javascript""]","null","null",7,"[""kafka"",""spark"",""java"",""scala"",""big-data"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""game"",""unity3d"",""game-development"",""gamedev"",""javascript"",""typescript"",""emacs"",""nodejs"",""deno"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""editor"",""ocaml"",""steam"",""reasonml"",""torrent"",""dotnet"",""language"",""dotnet-core"",""c-sharp"",""asp-net-core"",""linux"",""macos"",""windows"",""osx"",""mac"",""nodejs"",""typescript"",""emacs"",""deno""]"
"[""n"",""u"",""l"",""l""]","2019-09-12T21:31:49Z","tomzorz/maldives",6,"MAgic Leap Deploy uI Very Smoothly","null","C#","[""C#""]",6252,"null"
"[""reality"",""game"",""development"",""2018"",""computer-vision"",""threejs"",""nodejs"",""express"",""mongodb""]","2016-04-04T11:53:38Z","tortuvshin/intelligo-game",18,"Augmented reality game development repository - Art & Technology Tohoku 2018 contest","[""computer-vision"",""threejs"",""nodejs"",""express"",""mongodb""]","CSS","[""CSS"",""JavaScript"",""HTML""]",56145,"[""deep-learning"",""gan"",""machine-learning"",""opencv"",""vision"",""tensorflow"",""keras"",""convolutional-neural-networks"",""opengl"",""graphics"",""webgl"",""3d"",""vulkan"",""javascript"",""npm"",""node"",""npm-package"",""nodejs"",""mongodb"",""node"",""expressjs"",""nodejs"",""express"",""node"",""expressjs""]"
"[""sample"",""spatial"",""hololens"",""hololens2"",""unity3d"",""spatial"",""mixedrealitytoolkit"",""augmented-reality"",""augmentedreality""]","2020-07-22T15:29:58Z","torynfarr/hololens",7,"This repository contains various sample Unity projects designed for the HoloLens 2 spatial computing device.","[""hololens"",""hololens2"",""unity3d"",""spatial"",""mixedrealitytoolkit"",""augmented-reality"",""augmentedreality""]","C#","[""C#"",""ShaderLab"",""HLSL""]",111106,"[""javascript"",""typescript"",""emacs"",""nodejs"",""deno"",""game"",""unity"",""game-development"",""gamedev"",""gis"",""map"",""maps"",""geospatial"",""openstreetmap"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""api"",""http"",""rest-api"",""rest"",""swagger""]"
"[""sample"",""spatial"",""magicleap"",""magic-leap"",""unity"",""unity3d"",""spatial"",""augmented-reality""]","2019-08-30T06:43:45Z","torynfarr/magic-leap",3,"This repository contains various sample Unity projects designed for the Magic Leap One spatial computing device.","[""magicleap"",""magic-leap"",""unity"",""unity3d"",""spatial"",""augmented-reality""]","C#","[""C++"",""C#"",""ShaderLab""]",323426,"[""game"",""unity3d"",""game-development"",""gamedev"",""game"",""unity"",""game-development"",""gamedev"",""gis"",""map"",""maps"",""geospatial"",""openstreetmap"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode""]"
